orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
72989,0.0197,0,20807,0.0197,0,0.0,c/unit_19/subblock/reg[29],d/branch/stream/reg_133[35],yclk,zclk,no change
24902,0.0104,0,93445,0.0189,0,-0.0085,c/unit_16/subblock/reg[37],d/branch/stream/reg_124[23],yclk,mclk,improved
23688,0.0065,0,90208,0.0065,0,0.0,c/unit_13/subblock/reg[49],d/branch/stream/reg_129[18],mclk,yclk,no change
65607,0.0111,0,46659,0.0111,0,0.0,c/unit_13/subblock/reg[36],d/branch/stream/reg_127[28],zclk,mclk,no change
75079,0.0059,0,54726,0.0071,0,-0.0012,c/unit_19/subblock/reg[39],d/branch/stream/reg_116[35],yclk,zclk,improved
98506,0.0069,0,62313,0.0069,0,0.0,c/unit_11/subblock/reg[35],d/branch/stream/reg_125[46],yclk,yclk,no change
88167,0.0083,0,72638,0.0083,0,0.0,c/unit_15/subblock/reg[9],d/branch/stream/reg_178[36],yclk,mclk,no change
65161,0.0133,0,42052,0.0133,0,0.0,c/unit_17/subblock/reg[51],d/branch/stream/reg_100[8],zclk,mclk,no change
62811,0.0035,0,76862,0.0058,0,-0.0023,c/unit_12/subblock/reg[33],d/branch/stream/reg_103[2],zclk,yclk,improved
42898,0.017,0,25554,0.017,0,0.0,c/unit_18/subblock/reg[20],d/branch/stream/reg_179[15],yclk,mclk,no change
81818,0.0074,0,95057,0.0137,0,-0.0063,c/unit_13/subblock/reg[26],d/branch/stream/reg_149[38],mclk,yclk,improved
99836,0.0024,0,23935,-0.0038,0,0.0062,c/unit_19/subblock/reg[58],d/branch/stream/reg_100[4],yclk,yclk,degraded
52995,0.001,0,23423,0.001,0,0.0,c/unit_15/subblock/reg[20],d/branch/stream/reg_129[46],mclk,mclk,no change
54555,0.0078,0,27032,0.0078,0,0.0,c/unit_15/subblock/reg[51],d/branch/stream/reg_144[56],zclk,yclk,no change
93409,0.0138,0,43409,0.0138,0,0.0,c/unit_16/subblock/reg[46],d/branch/stream/reg_198[58],zclk,mclk,no change
82102,0.016,0,91865,0.0223,0,-0.0063,c/unit_14/subblock/reg[20],d/branch/stream/reg_189[24],mclk,yclk,improved
39676,0.0086,0,69570,0.0086,0,0.0,c/unit_16/subblock/reg[32],d/branch/stream/reg_123[15],zclk,yclk,no change
23737,0.011,0,39346,0.011,0,0.0,c/unit_20/subblock/reg[14],d/branch/stream/reg_199[47],mclk,yclk,no change
37986,0.0136,0,41820,0.0136,0,0.0,c/unit_19/subblock/reg[35],d/branch/stream/reg_171[0],yclk,yclk,no change
72203,0.0017,0,84282,-0.0077,0,0.0094,c/unit_15/subblock/reg[19],d/branch/stream/reg_142[38],zclk,zclk,degraded
50684,0.009,0,36977,0.008,0,0.001,c/unit_11/subblock/reg[2],d/branch/stream/reg_142[41],mclk,mclk,degraded
34683,0.0069,0,22522,0.0069,0,0.0,c/unit_13/subblock/reg[42],d/branch/stream/reg_192[43],zclk,yclk,no change
85541,0.0068,0,47988,0.0008,0,0.006,c/unit_11/subblock/reg[3],d/branch/stream/reg_140[47],zclk,mclk,degraded
33359,0.0014,0,98368,0.0014,0,0.0,c/unit_19/subblock/reg[42],d/branch/stream/reg_153[20],yclk,mclk,no change
23061,0.0077,0,88584,0.0028,0,0.0049,c/unit_17/subblock/reg[20],d/branch/stream/reg_192[25],yclk,yclk,degraded
30990,0.0092,0,60918,0.007,0,0.0022,c/unit_11/subblock/reg[46],d/branch/stream/reg_170[8],yclk,yclk,degraded
61422,0.0125,0,32658,0.0125,0,0.0,c/unit_15/subblock/reg[47],d/branch/stream/reg_100[32],mclk,mclk,no change
93760,0.0155,0,68488,0.0249,0,-0.0094,c/unit_20/subblock/reg[38],d/branch/stream/reg_153[61],yclk,zclk,improved
76056,0.0149,0,32567,0.0171,0,-0.0022,c/unit_12/subblock/reg[22],d/branch/stream/reg_101[28],zclk,zclk,improved
96507,0.0024,0,34164,0.0089,0,-0.0065,c/unit_12/subblock/reg[30],d/branch/stream/reg_108[59],yclk,mclk,improved
34283,0.0161,0,48062,0.0161,0,0.0,c/unit_11/subblock/reg[57],d/branch/stream/reg_128[54],yclk,zclk,no change
98327,0.0171,0,35559,0.0135,0,0.0036,c/unit_14/subblock/reg[14],d/branch/stream/reg_118[11],yclk,yclk,degraded
61041,0.0185,0,38832,0.0173,0,0.0012,c/unit_15/subblock/reg[19],d/branch/stream/reg_159[9],mclk,mclk,degraded
27694,0.0106,0,71495,0.0135,0,-0.0029,c/unit_17/subblock/reg[15],d/branch/stream/reg_189[37],mclk,zclk,improved
71605,0.0183,0,44808,0.0193,0,-0.001,c/unit_12/subblock/reg[41],d/branch/stream/reg_128[26],zclk,yclk,improved
45620,0.006,0,49572,0.0144,0,-0.0084,c/unit_17/subblock/reg[61],d/branch/stream/reg_104[48],zclk,zclk,improved
50000,0.0084,0,21454,0.0174,0,-0.009,c/unit_14/subblock/reg[2],d/branch/stream/reg_129[63],yclk,mclk,improved
82775,0.0044,0,58590,0.0085,0,-0.0041,c/unit_13/subblock/reg[7],d/branch/stream/reg_115[8],zclk,mclk,improved
