orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
35303,0.0189,0,64398,0.0189,0,0.0,c/unit_16/subblock/reg[24],d/branch/stream/reg_197[18],yclk,mclk,no change
69960,0.0027,0,21428,0.0027,0,0.0,c/unit_13/subblock/reg[4],d/branch/stream/reg_130[11],yclk,mclk,no change
64940,0.0187,0,43613,0.0139,0,0.0048,c/unit_19/subblock/reg[29],d/branch/stream/reg_121[9],zclk,mclk,degraded
69520,0.0053,0,34551,0.0053,0,0.0,c/unit_12/subblock/reg[13],d/branch/stream/reg_108[9],zclk,mclk,no change
53573,0.0169,0,30774,0.0211,0,-0.0042,c/unit_11/subblock/reg[39],d/branch/stream/reg_131[26],mclk,zclk,improved
75593,0.0099,0,41379,0.0113,0,-0.0014,c/unit_13/subblock/reg[28],d/branch/stream/reg_191[54],mclk,yclk,improved
95839,0.0044,0,91445,0.0044,0,0.0,c/unit_11/subblock/reg[10],d/branch/stream/reg_183[56],yclk,zclk,no change
91319,0.0193,0,78819,0.0155,0,0.0038,c/unit_13/subblock/reg[28],d/branch/stream/reg_172[53],mclk,yclk,degraded
33971,0.011,0,81993,0.0077,0,0.0033,c/unit_16/subblock/reg[63],d/branch/stream/reg_124[57],mclk,mclk,degraded
95103,0.0048,0,91587,0.0128,0,-0.008,c/unit_11/subblock/reg[34],d/branch/stream/reg_138[0],mclk,yclk,improved
93316,0.0159,0,73239,0.0062,0,0.0097,c/unit_11/subblock/reg[47],d/branch/stream/reg_133[37],yclk,zclk,degraded
91209,0.0178,0,89302,0.0213,0,-0.0035,c/unit_14/subblock/reg[40],d/branch/stream/reg_153[13],zclk,zclk,improved
66557,0.0122,0,89871,0.0043,0,0.0079,c/unit_16/subblock/reg[2],d/branch/stream/reg_157[35],zclk,mclk,degraded
98686,0.0174,0,26611,0.0174,0,0.0,c/unit_18/subblock/reg[15],d/branch/stream/reg_132[40],yclk,zclk,no change
72315,0.0173,0,53445,0.0081,0,0.0092,c/unit_15/subblock/reg[0],d/branch/stream/reg_113[20],zclk,mclk,degraded
43569,0.0181,0,84749,0.0083,0,0.0098,c/unit_19/subblock/reg[23],d/branch/stream/reg_125[20],mclk,mclk,degraded
96362,0.0075,0,66189,0.0075,0,0.0,c/unit_13/subblock/reg[10],d/branch/stream/reg_163[16],yclk,yclk,no change
68472,0.0173,0,47853,0.0173,0,0.0,c/unit_18/subblock/reg[62],d/branch/stream/reg_114[2],zclk,mclk,no change
58926,0.0103,0,90947,0.0085,0,0.0018,c/unit_12/subblock/reg[45],d/branch/stream/reg_159[51],zclk,yclk,degraded
38136,0.0028,0,50585,0.0104,0,-0.0076,c/unit_11/subblock/reg[4],d/branch/stream/reg_112[59],zclk,yclk,improved
