orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
59426,0.0145,0,91387,0.02,0,-0.0055,c/unit_19/subblock/reg[57],d/branch/stream/reg_159[32],zclk,mclk,improved
87601,0.0153,0,47115,0.0196,0,-0.0043,c/unit_20/subblock/reg[34],d/branch/stream/reg_108[47],zclk,zclk,improved
32993,0.001,0,94580,0.001,0,0.0,c/unit_20/subblock/reg[25],d/branch/stream/reg_199[28],zclk,mclk,no change
67989,0.015,0,67492,0.0179,0,-0.0029,c/unit_19/subblock/reg[5],d/branch/stream/reg_163[27],yclk,zclk,improved
71457,0.0019,0,50097,0.0112,0,-0.0093,c/unit_19/subblock/reg[40],d/branch/stream/reg_147[59],zclk,yclk,improved
52726,0.0057,0,95035,0.012,0,-0.0063,c/unit_13/subblock/reg[37],d/branch/stream/reg_117[58],mclk,zclk,improved
72712,0.0019,0,57033,0.0095,0,-0.0076,c/unit_11/subblock/reg[46],d/branch/stream/reg_109[15],yclk,zclk,improved
57150,0.0028,0,27401,0.0028,0,0.0,c/unit_16/subblock/reg[35],d/branch/stream/reg_149[44],zclk,yclk,no change
67642,0.0135,0,81368,0.011,0,0.0025,c/unit_19/subblock/reg[51],d/branch/stream/reg_198[26],zclk,yclk,degraded
58238,0.0047,0,75958,-0.0039,0,0.0086,c/unit_15/subblock/reg[46],d/branch/stream/reg_193[22],zclk,yclk,degraded
29764,0.017,0,31852,0.017,0,0.0,c/unit_15/subblock/reg[38],d/branch/stream/reg_126[40],mclk,yclk,no change
85078,0.0027,0,57841,-0.0068,0,0.0095,c/unit_19/subblock/reg[7],d/branch/stream/reg_151[14],yclk,zclk,degraded
54599,0.0183,0,30999,0.0183,0,0.0,c/unit_12/subblock/reg[13],d/branch/stream/reg_189[62],yclk,zclk,no change
58138,0.0077,0,22227,0.0049,0,0.0028,c/unit_17/subblock/reg[2],d/branch/stream/reg_150[25],zclk,yclk,degraded
98881,0.0176,0,48717,0.0176,0,0.0,c/unit_11/subblock/reg[34],d/branch/stream/reg_184[52],zclk,mclk,no change
31327,0.0197,0,24783,0.0197,0,0.0,c/unit_11/subblock/reg[59],d/branch/stream/reg_130[17],yclk,zclk,no change
77654,0.0117,0,97172,0.0117,0,0.0,c/unit_17/subblock/reg[36],d/branch/stream/reg_102[54],zclk,zclk,no change
42718,0.0059,0,68440,0.0038,0,0.0021,c/unit_20/subblock/reg[44],d/branch/stream/reg_110[54],zclk,mclk,degraded
89296,0.012,0,99193,0.0209,0,-0.0089,c/unit_16/subblock/reg[1],d/branch/stream/reg_176[11],yclk,zclk,improved
39503,0.0062,0,94068,0.0091,0,-0.0029,c/unit_12/subblock/reg[37],d/branch/stream/reg_113[26],zclk,yclk,improved
38194,0.004,0,63589,0.004,0,0.0,c/unit_11/subblock/reg[23],d/branch/stream/reg_140[53],yclk,mclk,no change
37860,0.0158,0,97952,0.0158,0,0.0,c/unit_13/subblock/reg[25],d/branch/stream/reg_194[20],zclk,yclk,no change
30278,0.0148,0,27212,0.0052,0,0.0096,c/unit_15/subblock/reg[16],d/branch/stream/reg_108[28],zclk,zclk,degraded
63072,0.015,0,42897,0.0072,0,0.0078,c/unit_18/subblock/reg[12],d/branch/stream/reg_131[20],mclk,zclk,degraded
55567,0.0189,0,22066,0.0189,0,0.0,c/unit_11/subblock/reg[16],d/branch/stream/reg_110[29],zclk,mclk,no change
67732,0.0107,0,26451,0.0084,0,0.0023,c/unit_20/subblock/reg[8],d/branch/stream/reg_157[12],zclk,yclk,degraded
27273,0.0109,0,83272,0.0109,0,0.0,c/unit_11/subblock/reg[55],d/branch/stream/reg_162[13],yclk,yclk,no change
61972,0.0169,0,47112,0.0109,0,0.006,c/unit_17/subblock/reg[40],d/branch/stream/reg_161[26],yclk,yclk,degraded
87790,0.0068,0,87492,0.0107,0,-0.0039,c/unit_15/subblock/reg[24],d/branch/stream/reg_155[26],mclk,mclk,improved
26195,0.016,0,70817,0.0173,0,-0.0013,c/unit_20/subblock/reg[56],d/branch/stream/reg_116[22],mclk,zclk,improved
39660,0.008,0,21390,0.0107,0,-0.0027,c/unit_18/subblock/reg[10],d/branch/stream/reg_116[42],mclk,zclk,improved
43737,0.0102,0,40967,0.0039,0,0.0063,c/unit_17/subblock/reg[1],d/branch/stream/reg_164[52],zclk,mclk,degraded
64992,0.0082,0,93313,0.0034,0,0.0048,c/unit_15/subblock/reg[30],d/branch/stream/reg_119[41],mclk,yclk,degraded
74692,0.0038,0,45897,0.0038,0,0.0,c/unit_20/subblock/reg[24],d/branch/stream/reg_176[59],zclk,zclk,no change
63179,0.0082,0,29604,0.0131,0,-0.0049,c/unit_16/subblock/reg[62],d/branch/stream/reg_143[56],mclk,yclk,improved
68081,0.0127,0,95235,0.0219,0,-0.0092,c/unit_16/subblock/reg[36],d/branch/stream/reg_163[21],zclk,yclk,improved
61753,0.0061,0,76831,0.0044,0,0.0017,c/unit_18/subblock/reg[19],d/branch/stream/reg_182[45],yclk,zclk,degraded
82465,0.0155,0,56162,0.0194,0,-0.0039,c/unit_15/subblock/reg[31],d/branch/stream/reg_103[62],mclk,zclk,improved
26811,0.0186,0,49207,0.0186,0,0.0,c/unit_11/subblock/reg[4],d/branch/stream/reg_159[21],mclk,mclk,no change
21524,0.0038,0,59172,0.002,0,0.0018,c/unit_11/subblock/reg[49],d/branch/stream/reg_146[56],mclk,mclk,degraded
77431,0.009,0,24076,0.0031,0,0.0059,c/unit_17/subblock/reg[4],d/branch/stream/reg_183[49],yclk,mclk,degraded
25095,0.0088,0,83268,-0.0005,0,0.0093,c/unit_13/subblock/reg[50],d/branch/stream/reg_149[31],zclk,zclk,degraded
97702,0.0058,0,33987,-0.0024,0,0.0082,c/unit_11/subblock/reg[57],d/branch/stream/reg_111[21],zclk,yclk,degraded
20584,0.0053,0,68141,0.0137,0,-0.0084,c/unit_17/subblock/reg[39],d/branch/stream/reg_130[19],mclk,yclk,improved
