orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
51998,0.006,0,46519,-0.0025,0,0.0085,c/unit_11/subblock/reg[15],d/branch/stream/reg_196[38],zclk,yclk,degraded
77945,0.0197,0,33233,0.0197,0,0.0,c/unit_12/subblock/reg[12],d/branch/stream/reg_193[50],zclk,yclk,no change
93889,0.002,0,35095,-0.005,0,0.007,c/unit_16/subblock/reg[35],d/branch/stream/reg_138[9],zclk,zclk,degraded
43092,0.0076,0,61206,0.0148,0,-0.0072,c/unit_20/subblock/reg[22],d/branch/stream/reg_129[0],mclk,mclk,improved
59924,0.0101,0,54778,0.0101,0,0.0,c/unit_18/subblock/reg[34],d/branch/stream/reg_186[25],yclk,zclk,no change
51487,0.0108,0,37339,0.0143,0,-0.0035,c/unit_15/subblock/reg[2],d/branch/stream/reg_173[21],yclk,mclk,improved
63871,0.0198,0,49604,0.0276,0,-0.0078,c/unit_14/subblock/reg[16],d/branch/stream/reg_100[53],mclk,yclk,improved
69943,0.0124,0,56774,0.0052,0,0.0072,c/unit_12/subblock/reg[30],d/branch/stream/reg_100[55],mclk,mclk,degraded
77162,0.0181,0,95104,0.0181,0,0.0,c/unit_13/subblock/reg[39],d/branch/stream/reg_136[63],mclk,zclk,no change
92403,0.0114,0,70480,0.0183,0,-0.0069,c/unit_20/subblock/reg[30],d/branch/stream/reg_168[18],yclk,yclk,improved
24220,0.0072,0,27281,0.0072,0,0.0,c/unit_12/subblock/reg[42],d/branch/stream/reg_179[0],yclk,mclk,no change
93111,0.0195,0,82141,0.0195,0,0.0,c/unit_18/subblock/reg[39],d/branch/stream/reg_164[24],yclk,zclk,no change
30154,0.0115,0,50517,0.0097,0,0.0018,c/unit_15/subblock/reg[42],d/branch/stream/reg_199[50],yclk,yclk,degraded
60310,0.0057,0,42136,0.0036,0,0.0021,c/unit_17/subblock/reg[10],d/branch/stream/reg_151[47],zclk,mclk,degraded
