orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
72842,0.0038,0,56203,-0.0003,0,0.0041,c/unit_14/subblock/reg[42],d/branch/stream/reg_165[33],mclk,zclk,degraded
98372,0.0139,0,94265,0.0191,0,-0.0052,c/unit_12/subblock/reg[0],d/branch/stream/reg_115[32],zclk,yclk,improved
78294,0.0052,0,46092,0.0052,0,0.0,c/unit_19/subblock/reg[51],d/branch/stream/reg_190[41],yclk,zclk,no change
49067,0.0032,0,65576,0.0032,0,0.0,c/unit_13/subblock/reg[63],d/branch/stream/reg_139[47],mclk,mclk,no change
23302,0.0104,0,26714,0.0148,0,-0.0044,c/unit_19/subblock/reg[54],d/branch/stream/reg_153[12],mclk,mclk,improved
92064,0.0178,0,93368,0.0241,0,-0.0063,c/unit_16/subblock/reg[37],d/branch/stream/reg_117[31],zclk,mclk,improved
37726,0.019,0,38430,0.0247,0,-0.0057,c/unit_14/subblock/reg[45],d/branch/stream/reg_186[39],mclk,mclk,improved
41502,0.0024,0,85169,0.0024,0,0.0,c/unit_14/subblock/reg[60],d/branch/stream/reg_137[18],yclk,yclk,no change
63152,0.0046,0,34942,0.0018,0,0.0028,c/unit_12/subblock/reg[13],d/branch/stream/reg_178[4],zclk,yclk,degraded
87932,0.0162,0,51801,0.0088,0,0.0074,c/unit_11/subblock/reg[42],d/branch/stream/reg_147[49],mclk,mclk,degraded
38277,0.0053,0,82259,0.0022,0,0.0031,c/unit_11/subblock/reg[31],d/branch/stream/reg_195[33],zclk,zclk,degraded
70609,0.0035,0,84897,-0.0029,0,0.0064,c/unit_16/subblock/reg[1],d/branch/stream/reg_144[54],yclk,zclk,degraded
62993,0.0063,0,55063,0.0063,0,0.0,c/unit_14/subblock/reg[55],d/branch/stream/reg_169[14],yclk,yclk,no change
28249,0.0139,0,49400,0.022,0,-0.0081,c/unit_13/subblock/reg[1],d/branch/stream/reg_178[63],zclk,zclk,improved
36393,0.0166,0,48079,0.0166,0,0.0,c/unit_12/subblock/reg[41],d/branch/stream/reg_134[18],mclk,zclk,no change
33264,0.018,0,21978,0.0141,0,0.0039,c/unit_20/subblock/reg[11],d/branch/stream/reg_182[43],mclk,yclk,degraded
65384,0.0089,0,23095,0.0106,0,-0.0017,c/unit_17/subblock/reg[61],d/branch/stream/reg_130[4],mclk,yclk,improved
93124,0.0067,0,88163,-0.0026,0,0.0093,c/unit_11/subblock/reg[32],d/branch/stream/reg_109[38],zclk,yclk,degraded
72899,0.0141,0,83940,0.006,0,0.0081,c/unit_11/subblock/reg[15],d/branch/stream/reg_107[43],mclk,zclk,degraded
