orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
78939,0.0105,0,80686,0.0105,0,0.0,c/unit_20/subblock/reg[57],d/branch/stream/reg_164[43],yclk,zclk,no change
34047,0.0107,0,82307,0.0047,0,0.006,c/unit_11/subblock/reg[9],d/branch/stream/reg_162[51],yclk,zclk,degraded
89553,0.0171,0,62419,0.0171,0,0.0,c/unit_20/subblock/reg[37],d/branch/stream/reg_168[13],zclk,mclk,no change
90432,0.0157,0,81178,0.0185,0,-0.0028,c/unit_14/subblock/reg[9],d/branch/stream/reg_161[48],yclk,yclk,improved
74995,0.0088,0,56239,0.0075,0,0.0013,c/unit_18/subblock/reg[9],d/branch/stream/reg_136[58],zclk,yclk,degraded
43592,0.0035,0,90170,0.0035,0,0.0,c/unit_17/subblock/reg[34],d/branch/stream/reg_104[28],zclk,mclk,no change
80530,0.0193,0,33359,0.0098,0,0.0095,c/unit_11/subblock/reg[24],d/branch/stream/reg_146[47],yclk,mclk,degraded
94935,0.0071,0,54429,0.0128,0,-0.0057,c/unit_18/subblock/reg[24],d/branch/stream/reg_157[21],zclk,yclk,improved
40495,0.001,0,79617,0.0083,0,-0.0073,c/unit_14/subblock/reg[42],d/branch/stream/reg_169[16],zclk,yclk,improved
50748,0.0055,0,35502,0.0019,0,0.0036,c/unit_17/subblock/reg[28],d/branch/stream/reg_143[21],mclk,zclk,degraded
47847,0.0043,0,28997,0.0105,0,-0.0062,c/unit_18/subblock/reg[40],d/branch/stream/reg_173[33],mclk,zclk,improved
28388,0.0183,0,20577,0.0094,0,0.0089,c/unit_19/subblock/reg[41],d/branch/stream/reg_121[45],zclk,zclk,degraded
55653,0.0147,0,71666,0.0227,0,-0.008,c/unit_14/subblock/reg[32],d/branch/stream/reg_104[61],mclk,mclk,improved
21268,0.008,0,98621,0.008,0,0.0,c/unit_16/subblock/reg[46],d/branch/stream/reg_105[30],zclk,zclk,no change
92102,0.0103,0,99231,0.0148,0,-0.0045,c/unit_12/subblock/reg[25],d/branch/stream/reg_115[52],zclk,yclk,improved
50337,0.0044,0,69893,0.0044,0,0.0,c/unit_15/subblock/reg[30],d/branch/stream/reg_183[18],zclk,zclk,no change
77011,0.0059,0,72468,0.0075,0,-0.0016,c/unit_16/subblock/reg[31],d/branch/stream/reg_107[11],zclk,zclk,improved
34041,0.0142,0,55529,0.0234,0,-0.0092,c/unit_12/subblock/reg[33],d/branch/stream/reg_139[24],zclk,yclk,improved
57129,0.0024,0,77464,0.0024,0,0.0,c/unit_15/subblock/reg[5],d/branch/stream/reg_180[31],mclk,yclk,no change
71939,0.0109,0,28738,0.0183,0,-0.0074,c/unit_20/subblock/reg[15],d/branch/stream/reg_118[63],yclk,yclk,improved
63958,0.0066,0,63358,0.0038,0,0.0028,c/unit_12/subblock/reg[17],d/branch/stream/reg_198[39],zclk,yclk,degraded
86712,0.0131,0,32743,0.0059,0,0.0072,c/unit_14/subblock/reg[20],d/branch/stream/reg_116[21],yclk,yclk,degraded
65412,0.005,0,41642,0.0131,0,-0.0081,c/unit_11/subblock/reg[50],d/branch/stream/reg_167[27],mclk,mclk,improved
38113,0.0152,0,76099,0.0195,0,-0.0043,c/unit_20/subblock/reg[47],d/branch/stream/reg_121[51],mclk,yclk,improved
78814,0.0138,0,32931,0.0216,0,-0.0078,c/unit_13/subblock/reg[19],d/branch/stream/reg_110[44],zclk,yclk,improved
56121,0.0108,0,47957,0.0023,0,0.0085,c/unit_16/subblock/reg[16],d/branch/stream/reg_135[20],mclk,yclk,degraded
74273,0.0171,0,77390,0.0135,0,0.0036,c/unit_18/subblock/reg[47],d/branch/stream/reg_191[33],mclk,mclk,degraded
30670,0.0151,0,29429,0.0163,0,-0.0012,c/unit_19/subblock/reg[6],d/branch/stream/reg_127[52],mclk,yclk,improved
72490,0.0013,0,76639,-0.0024,0,0.0037,c/unit_12/subblock/reg[57],d/branch/stream/reg_159[30],mclk,mclk,degraded
83501,0.0176,0,42280,0.0176,0,0.0,c/unit_11/subblock/reg[35],d/branch/stream/reg_184[8],zclk,zclk,no change
86095,0.0088,0,88680,0.0088,0,0.0,c/unit_16/subblock/reg[35],d/branch/stream/reg_146[26],zclk,zclk,no change
88461,0.0164,0,34360,0.0106,0,0.0058,c/unit_15/subblock/reg[30],d/branch/stream/reg_186[58],yclk,zclk,degraded
94432,0.0131,0,60518,0.0131,0,0.0,c/unit_11/subblock/reg[43],d/branch/stream/reg_102[47],mclk,zclk,no change
73581,0.0077,0,53995,0.0077,0,0.0,c/unit_20/subblock/reg[50],d/branch/stream/reg_127[47],zclk,mclk,no change
38403,0.0029,0,37405,0.0029,0,0.0,c/unit_11/subblock/reg[45],d/branch/stream/reg_177[13],yclk,yclk,no change
53305,0.0071,0,80566,0.0128,0,-0.0057,c/unit_15/subblock/reg[39],d/branch/stream/reg_113[55],zclk,zclk,improved
31790,0.0084,0,62514,0.0084,0,0.0,c/unit_17/subblock/reg[33],d/branch/stream/reg_104[12],zclk,zclk,no change
67846,0.0152,0,52859,0.0152,0,0.0,c/unit_14/subblock/reg[2],d/branch/stream/reg_179[22],mclk,zclk,no change
26070,0.0122,0,83767,0.0201,0,-0.0079,c/unit_18/subblock/reg[26],d/branch/stream/reg_105[28],mclk,mclk,improved
80560,0.0015,0,71113,-0.0015,0,0.003,c/unit_12/subblock/reg[60],d/branch/stream/reg_143[30],mclk,mclk,degraded
47472,0.004,0,95384,0.004,0,0.0,c/unit_14/subblock/reg[14],d/branch/stream/reg_161[4],zclk,zclk,no change
84982,0.0162,0,76137,0.0221,0,-0.0059,c/unit_12/subblock/reg[28],d/branch/stream/reg_113[3],zclk,yclk,improved
91215,0.0132,0,39223,0.0223,0,-0.0091,c/unit_15/subblock/reg[10],d/branch/stream/reg_106[34],yclk,mclk,improved
31787,0.0172,0,80994,0.0156,0,0.0016,c/unit_17/subblock/reg[44],d/branch/stream/reg_188[22],zclk,zclk,degraded
90403,0.0199,0,98880,0.0148,0,0.0051,c/unit_20/subblock/reg[49],d/branch/stream/reg_198[39],zclk,zclk,degraded
37352,0.008,0,90132,0.014,0,-0.006,c/unit_19/subblock/reg[29],d/branch/stream/reg_131[52],mclk,zclk,improved
36786,0.0106,0,91692,0.0106,0,0.0,c/unit_15/subblock/reg[46],d/branch/stream/reg_186[30],yclk,zclk,no change
56419,0.0125,0,46541,0.0137,0,-0.0012,c/unit_16/subblock/reg[30],d/branch/stream/reg_146[41],zclk,yclk,improved
93704,0.0025,0,43522,0.0117,0,-0.0092,c/unit_16/subblock/reg[61],d/branch/stream/reg_106[29],zclk,yclk,improved
55503,0.0081,0,87272,0.007,0,0.0011,c/unit_17/subblock/reg[49],d/branch/stream/reg_162[15],zclk,yclk,degraded
27304,0.0068,0,32868,0.0068,0,0.0,c/unit_13/subblock/reg[6],d/branch/stream/reg_145[27],mclk,yclk,no change
42631,0.0063,0,93685,0.0063,0,0.0,c/unit_18/subblock/reg[32],d/branch/stream/reg_158[56],zclk,zclk,no change
30783,0.018,0,46273,0.018,0,0.0,c/unit_13/subblock/reg[34],d/branch/stream/reg_176[27],mclk,zclk,no change
87387,0.0083,0,87864,0.0057,0,0.0026,c/unit_17/subblock/reg[39],d/branch/stream/reg_162[42],mclk,yclk,degraded
38877,0.0014,0,52715,0.0074,0,-0.006,c/unit_18/subblock/reg[60],d/branch/stream/reg_163[18],yclk,yclk,improved
98664,0.0096,0,59625,0.0071,0,0.0025,c/unit_14/subblock/reg[8],d/branch/stream/reg_141[44],yclk,zclk,degraded
61295,0.0128,0,65569,0.0128,0,0.0,c/unit_14/subblock/reg[52],d/branch/stream/reg_186[47],yclk,zclk,no change
43922,0.0078,0,77255,-0.0007,0,0.0085,c/unit_13/subblock/reg[61],d/branch/stream/reg_116[5],zclk,yclk,degraded
70421,0.0164,0,88662,0.0116,0,0.0048,c/unit_11/subblock/reg[0],d/branch/stream/reg_147[47],mclk,yclk,degraded
90645,0.0138,0,92336,0.0235,0,-0.0097,c/unit_18/subblock/reg[25],d/branch/stream/reg_104[37],yclk,mclk,improved
89495,0.0071,0,53474,-0.0021,0,0.0092,c/unit_12/subblock/reg[59],d/branch/stream/reg_133[45],zclk,yclk,degraded
35038,0.0173,0,41019,0.0157,0,0.0016,c/unit_17/subblock/reg[11],d/branch/stream/reg_112[57],yclk,mclk,degraded
33164,0.019,0,44580,0.019,0,0.0,c/unit_18/subblock/reg[4],d/branch/stream/reg_166[57],yclk,mclk,no change
89146,0.0064,0,64581,-0.0002,0,0.0066,c/unit_12/subblock/reg[8],d/branch/stream/reg_151[30],yclk,mclk,degraded
22581,0.0059,0,25361,-0.0022,0,0.0081,c/unit_12/subblock/reg[30],d/branch/stream/reg_197[44],mclk,zclk,degraded
80368,0.0078,0,53518,0.0051,0,0.0027,c/unit_17/subblock/reg[57],d/branch/stream/reg_158[56],yclk,zclk,degraded
25202,0.0129,0,23180,0.0086,0,0.0043,c/unit_15/subblock/reg[15],d/branch/stream/reg_148[61],zclk,zclk,degraded
94656,0.0074,0,69489,-0.0002,0,0.0076,c/unit_15/subblock/reg[55],d/branch/stream/reg_104[33],zclk,yclk,degraded
68779,0.0038,0,72232,-0.0056,0,0.0094,c/unit_18/subblock/reg[28],d/branch/stream/reg_146[50],mclk,yclk,degraded
92901,0.0086,0,65995,0.0086,0,0.0,c/unit_15/subblock/reg[55],d/branch/stream/reg_196[36],zclk,yclk,no change
78797,0.0179,0,74975,0.0255,0,-0.0076,c/unit_16/subblock/reg[5],d/branch/stream/reg_120[54],mclk,yclk,improved
32589,0.0048,0,23132,0.0011,0,0.0037,c/unit_13/subblock/reg[14],d/branch/stream/reg_114[61],zclk,mclk,degraded
43706,0.0028,0,83721,0.0028,0,0.0,c/unit_18/subblock/reg[57],d/branch/stream/reg_191[49],mclk,yclk,no change
