orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
67205,0.0055,0,56827,0.0055,0,0.0,c/unit_20/subblock/reg[45],d/branch/stream/reg_197[12],mclk,mclk,no change
80508,0.0029,0,73453,0.0073,0,-0.0044,c/unit_15/subblock/reg[38],d/branch/stream/reg_143[40],yclk,mclk,improved
37532,0.0138,0,87858,0.0138,0,0.0,c/unit_11/subblock/reg[22],d/branch/stream/reg_101[35],yclk,zclk,no change
45604,0.0192,0,67243,0.0192,0,0.0,c/unit_20/subblock/reg[51],d/branch/stream/reg_106[27],zclk,zclk,no change
93507,0.0197,0,39200,0.022,0,-0.0023,c/unit_13/subblock/reg[58],d/branch/stream/reg_151[54],mclk,yclk,improved
90390,0.0196,0,67850,0.0163,0,0.0033,c/unit_20/subblock/reg[34],d/branch/stream/reg_184[11],zclk,yclk,degraded
90427,0.0129,0,92009,0.0129,0,0.0,c/unit_18/subblock/reg[34],d/branch/stream/reg_193[14],yclk,yclk,no change
67116,0.0179,0,46380,0.0246,0,-0.0067,c/unit_20/subblock/reg[37],d/branch/stream/reg_116[62],yclk,yclk,improved
61408,0.0022,0,80510,-0.0027,0,0.0049,c/unit_17/subblock/reg[50],d/branch/stream/reg_171[52],mclk,mclk,degraded
62763,0.0097,0,55525,0.0139,0,-0.0042,c/unit_16/subblock/reg[55],d/branch/stream/reg_120[0],zclk,yclk,improved
48846,0.0083,0,82710,0.0083,0,0.0,c/unit_11/subblock/reg[46],d/branch/stream/reg_166[41],yclk,mclk,no change
94702,0.0174,0,84918,0.0271,0,-0.0097,c/unit_20/subblock/reg[3],d/branch/stream/reg_197[56],mclk,yclk,improved
40263,0.0171,0,75358,0.0171,0,0.0,c/unit_16/subblock/reg[4],d/branch/stream/reg_177[17],mclk,yclk,no change
76450,0.0089,0,46055,-0.0004,0,0.0093,c/unit_15/subblock/reg[56],d/branch/stream/reg_165[27],mclk,yclk,degraded
64939,0.0154,0,84965,0.0154,0,0.0,c/unit_12/subblock/reg[21],d/branch/stream/reg_165[59],zclk,zclk,no change
29053,0.0165,0,35594,0.0086,0,0.0079,c/unit_20/subblock/reg[57],d/branch/stream/reg_127[6],zclk,zclk,degraded
70542,0.008,0,20850,0.008,0,0.0,c/unit_14/subblock/reg[16],d/branch/stream/reg_154[13],zclk,mclk,no change
49677,0.0146,0,34072,0.0146,0,0.0,c/unit_19/subblock/reg[32],d/branch/stream/reg_146[56],yclk,zclk,no change
29535,0.0099,0,21177,0.0099,0,0.0,c/unit_13/subblock/reg[13],d/branch/stream/reg_115[23],mclk,zclk,no change
50763,0.0064,0,72278,0.0003,0,0.0061,c/unit_15/subblock/reg[55],d/branch/stream/reg_128[48],zclk,yclk,degraded
90698,0.0044,0,57689,0.0004,0,0.004,c/unit_19/subblock/reg[24],d/branch/stream/reg_148[54],zclk,zclk,degraded
81463,0.0092,0,79207,0.0058,0,0.0034,c/unit_18/subblock/reg[57],d/branch/stream/reg_170[45],zclk,yclk,degraded
65772,0.0113,0,44729,0.0113,0,0.0,c/unit_15/subblock/reg[37],d/branch/stream/reg_159[23],mclk,yclk,no change
59625,0.0085,0,36843,0.0155,0,-0.007,c/unit_14/subblock/reg[39],d/branch/stream/reg_142[25],zclk,yclk,improved
32929,0.0097,0,62604,0.0128,0,-0.0031,c/unit_11/subblock/reg[46],d/branch/stream/reg_124[51],mclk,mclk,improved
80933,0.002,0,58412,0.0052,0,-0.0032,c/unit_19/subblock/reg[56],d/branch/stream/reg_183[61],mclk,zclk,improved
47789,0.0033,0,82216,0.0033,0,0.0,c/unit_20/subblock/reg[50],d/branch/stream/reg_162[14],mclk,zclk,no change
76930,0.0079,0,27940,0.0009,0,0.007,c/unit_17/subblock/reg[25],d/branch/stream/reg_133[29],yclk,mclk,degraded
69855,0.0157,0,90853,0.0133,0,0.0024,c/unit_16/subblock/reg[63],d/branch/stream/reg_117[13],zclk,yclk,degraded
96747,0.0036,0,99626,-0.0002,0,0.0038,c/unit_11/subblock/reg[51],d/branch/stream/reg_145[47],mclk,mclk,degraded
