orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
57431,0.0083,0,39962,0.0118,0,-0.0035,c/unit_17/subblock/reg[26],d/branch/stream/reg_137[33],zclk,mclk,improved
82331,0.0129,0,44025,0.011,0,0.0019,c/unit_14/subblock/reg[13],d/branch/stream/reg_103[22],yclk,mclk,degraded
95507,0.0198,0,63172,0.0198,0,0.0,c/unit_15/subblock/reg[51],d/branch/stream/reg_151[44],yclk,mclk,no change
80841,0.0181,0,68316,0.0181,0,0.0,c/unit_13/subblock/reg[8],d/branch/stream/reg_153[22],mclk,zclk,no change
26997,0.001,0,91750,0.001,0,0.0,c/unit_15/subblock/reg[38],d/branch/stream/reg_125[29],zclk,yclk,no change
97907,0.0076,0,92700,0.0013,0,0.0063,c/unit_16/subblock/reg[43],d/branch/stream/reg_116[40],yclk,yclk,degraded
35739,0.0078,0,87570,-0.0008,0,0.0086,c/unit_14/subblock/reg[3],d/branch/stream/reg_193[11],yclk,yclk,degraded
37542,0.0045,0,22657,0.0045,0,0.0,c/unit_19/subblock/reg[62],d/branch/stream/reg_153[19],mclk,yclk,no change
82574,0.0108,0,73037,0.0108,0,0.0,c/unit_12/subblock/reg[0],d/branch/stream/reg_174[58],mclk,yclk,no change
62959,0.0089,0,79234,0.0184,0,-0.0095,c/unit_17/subblock/reg[18],d/branch/stream/reg_143[20],yclk,mclk,improved
23307,0.0016,0,97003,0.0016,0,0.0,c/unit_11/subblock/reg[52],d/branch/stream/reg_130[37],yclk,mclk,no change
45920,0.0147,0,39545,0.0088,0,0.0059,c/unit_15/subblock/reg[57],d/branch/stream/reg_198[46],mclk,yclk,degraded
51958,0.0096,0,91101,0.0096,0,0.0,c/unit_17/subblock/reg[21],d/branch/stream/reg_121[37],zclk,yclk,no change
93746,0.0149,0,98278,0.0067,0,0.0082,c/unit_17/subblock/reg[53],d/branch/stream/reg_192[58],yclk,mclk,degraded
33732,0.0055,0,22064,0.0102,0,-0.0047,c/unit_14/subblock/reg[18],d/branch/stream/reg_180[14],yclk,zclk,improved
41006,0.009,0,79030,0.0057,0,0.0033,c/unit_16/subblock/reg[40],d/branch/stream/reg_109[0],yclk,yclk,degraded
67157,0.008,0,88441,0.008,0,0.0,c/unit_16/subblock/reg[44],d/branch/stream/reg_139[21],zclk,zclk,no change
66871,0.0193,0,40375,0.0121,0,0.0072,c/unit_14/subblock/reg[33],d/branch/stream/reg_189[52],yclk,yclk,degraded
90289,0.0193,0,80248,0.0193,0,0.0,c/unit_19/subblock/reg[43],d/branch/stream/reg_103[10],mclk,mclk,no change
50378,0.0178,0,31326,0.0178,0,0.0,c/unit_16/subblock/reg[4],d/branch/stream/reg_128[2],zclk,mclk,no change
50719,0.0132,0,87127,0.0048,0,0.0084,c/unit_12/subblock/reg[29],d/branch/stream/reg_106[52],mclk,yclk,degraded
43924,0.0141,0,91205,0.0121,0,0.002,c/unit_20/subblock/reg[39],d/branch/stream/reg_113[40],zclk,yclk,degraded
98389,0.0181,0,90855,0.0095,0,0.0086,c/unit_17/subblock/reg[43],d/branch/stream/reg_126[60],yclk,mclk,degraded
76569,0.0044,0,43403,-0.0038,0,0.0082,c/unit_19/subblock/reg[47],d/branch/stream/reg_173[1],yclk,zclk,degraded
40929,0.0044,0,38208,0.0073,0,-0.0029,c/unit_12/subblock/reg[22],d/branch/stream/reg_157[24],yclk,zclk,improved
22355,0.0126,0,90177,0.0216,0,-0.009,c/unit_19/subblock/reg[11],d/branch/stream/reg_136[54],zclk,zclk,improved
27272,0.0034,0,21964,0.0034,0,0.0,c/unit_18/subblock/reg[60],d/branch/stream/reg_101[19],mclk,zclk,no change
33323,0.0011,0,50759,0.0011,0,0.0,c/unit_16/subblock/reg[0],d/branch/stream/reg_146[46],zclk,yclk,no change
51944,0.0146,0,80201,0.0112,0,0.0034,c/unit_19/subblock/reg[41],d/branch/stream/reg_188[9],zclk,zclk,degraded
76124,0.009,0,92753,0.0109,0,-0.0019,c/unit_13/subblock/reg[16],d/branch/stream/reg_123[17],yclk,zclk,improved
32289,0.0192,0,89858,0.0246,0,-0.0054,c/unit_19/subblock/reg[37],d/branch/stream/reg_156[14],yclk,mclk,improved
38687,0.0137,0,72146,0.0042,0,0.0095,c/unit_16/subblock/reg[2],d/branch/stream/reg_152[48],mclk,zclk,degraded
44355,0.0193,0,28020,0.0236,0,-0.0043,c/unit_14/subblock/reg[62],d/branch/stream/reg_164[10],yclk,mclk,improved
58172,0.019,0,53048,0.0259,0,-0.0069,c/unit_17/subblock/reg[27],d/branch/stream/reg_191[32],zclk,yclk,improved
54779,0.0028,0,31663,0.0028,0,0.0,c/unit_18/subblock/reg[28],d/branch/stream/reg_144[59],mclk,yclk,no change
81010,0.0017,0,69969,0.0049,0,-0.0032,c/unit_11/subblock/reg[51],d/branch/stream/reg_160[57],zclk,yclk,improved
89926,0.013,0,97796,0.013,0,0.0,c/unit_18/subblock/reg[35],d/branch/stream/reg_183[41],yclk,yclk,no change
95164,0.0181,0,91448,0.0181,0,0.0,c/unit_16/subblock/reg[43],d/branch/stream/reg_101[23],mclk,zclk,no change
86331,0.0098,0,87944,0.0098,0,0.0,c/unit_19/subblock/reg[17],d/branch/stream/reg_162[17],yclk,mclk,no change
74311,0.0016,0,54634,-0.0034,0,0.005,c/unit_12/subblock/reg[2],d/branch/stream/reg_198[1],mclk,mclk,degraded
68942,0.0018,0,25832,0.0083,0,-0.0065,c/unit_16/subblock/reg[5],d/branch/stream/reg_146[59],mclk,yclk,improved
98673,0.0016,0,77425,0.0016,0,0.0,c/unit_11/subblock/reg[5],d/branch/stream/reg_193[35],mclk,zclk,no change
85118,0.0157,0,60800,0.0109,0,0.0048,c/unit_14/subblock/reg[48],d/branch/stream/reg_113[5],zclk,yclk,degraded
68230,0.005,0,23682,0.0007,0,0.0043,c/unit_15/subblock/reg[39],d/branch/stream/reg_105[35],zclk,mclk,degraded
67723,0.0182,0,25633,0.0182,0,0.0,c/unit_20/subblock/reg[4],d/branch/stream/reg_190[33],zclk,mclk,no change
96275,0.0072,0,40179,0.0104,0,-0.0032,c/unit_18/subblock/reg[15],d/branch/stream/reg_159[28],yclk,yclk,improved
46143,0.0132,0,26898,0.0039,0,0.0093,c/unit_15/subblock/reg[21],d/branch/stream/reg_135[24],yclk,zclk,degraded
24295,0.0146,0,36190,0.0172,0,-0.0026,c/unit_13/subblock/reg[55],d/branch/stream/reg_185[50],mclk,yclk,improved
68920,0.0107,0,75886,0.0047,0,0.006,c/unit_12/subblock/reg[2],d/branch/stream/reg_136[23],yclk,yclk,degraded
47983,0.0052,0,36269,0.0121,0,-0.0069,c/unit_17/subblock/reg[13],d/branch/stream/reg_178[25],yclk,zclk,improved
70454,0.0135,0,98753,0.015,0,-0.0015,c/unit_18/subblock/reg[55],d/branch/stream/reg_170[50],zclk,zclk,improved
63905,0.0023,0,26985,0.0023,0,0.0,c/unit_11/subblock/reg[44],d/branch/stream/reg_176[47],zclk,yclk,no change
38279,0.0118,0,73756,0.0183,0,-0.0065,c/unit_11/subblock/reg[1],d/branch/stream/reg_160[54],zclk,yclk,improved
39687,0.0023,0,33152,0.0091,0,-0.0068,c/unit_16/subblock/reg[23],d/branch/stream/reg_153[48],mclk,yclk,improved
85696,0.0102,0,91143,0.0102,0,0.0,c/unit_12/subblock/reg[16],d/branch/stream/reg_179[16],yclk,zclk,no change
83041,0.007,0,90037,0.007,0,0.0,c/unit_18/subblock/reg[1],d/branch/stream/reg_169[54],mclk,zclk,no change
56595,0.0166,0,76926,0.0122,0,0.0044,c/unit_17/subblock/reg[39],d/branch/stream/reg_108[4],mclk,yclk,degraded
93536,0.0147,0,70012,0.0197,0,-0.005,c/unit_16/subblock/reg[33],d/branch/stream/reg_102[39],mclk,yclk,improved
81529,0.018,0,45842,0.018,0,0.0,c/unit_20/subblock/reg[62],d/branch/stream/reg_103[28],zclk,yclk,no change
78072,0.0079,0,42627,0.0174,0,-0.0095,c/unit_13/subblock/reg[47],d/branch/stream/reg_134[31],mclk,mclk,improved
55105,0.0072,0,43840,0.0072,0,0.0,c/unit_15/subblock/reg[26],d/branch/stream/reg_176[48],mclk,mclk,no change
53018,0.0021,0,88646,0.0085,0,-0.0064,c/unit_18/subblock/reg[7],d/branch/stream/reg_173[28],yclk,zclk,improved
78970,0.0049,0,60234,0.0001,0,0.0048,c/unit_15/subblock/reg[51],d/branch/stream/reg_114[17],zclk,yclk,degraded
51492,0.0161,0,56332,0.0226,0,-0.0065,c/unit_14/subblock/reg[40],d/branch/stream/reg_169[30],mclk,zclk,improved
44007,0.0192,0,25597,0.0192,0,0.0,c/unit_19/subblock/reg[42],d/branch/stream/reg_143[19],zclk,mclk,no change
46519,0.0051,0,85610,0.0118,0,-0.0067,c/unit_17/subblock/reg[9],d/branch/stream/reg_112[41],yclk,zclk,improved
46008,0.0106,0,39042,0.0046,0,0.006,c/unit_19/subblock/reg[14],d/branch/stream/reg_175[30],yclk,zclk,degraded
64424,0.0091,0,60085,0.0091,0,0.0,c/unit_19/subblock/reg[43],d/branch/stream/reg_166[42],mclk,yclk,no change
91769,0.0051,0,26764,0.0051,0,0.0,c/unit_16/subblock/reg[49],d/branch/stream/reg_171[25],zclk,zclk,no change
41204,0.0128,0,99372,0.0042,0,0.0086,c/unit_18/subblock/reg[18],d/branch/stream/reg_184[51],mclk,zclk,degraded
37764,0.0062,0,81631,0.0081,0,-0.0019,c/unit_20/subblock/reg[37],d/branch/stream/reg_142[53],mclk,mclk,improved
79524,0.0067,0,54181,0.0083,0,-0.0016,c/unit_18/subblock/reg[29],d/branch/stream/reg_185[62],yclk,mclk,improved
