orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
56536,0.0037,0,46359,0.0037,0,0.0,c/unit_13/subblock/reg[62],d/branch/stream/reg_123[50],zclk,yclk,no change
34766,0.0165,0,81406,0.0165,0,0.0,c/unit_20/subblock/reg[60],d/branch/stream/reg_184[37],mclk,yclk,no change
91889,0.0179,0,61273,0.0156,0,0.0023,c/unit_19/subblock/reg[24],d/branch/stream/reg_158[53],yclk,yclk,degraded
30480,0.0117,0,34178,0.0153,0,-0.0036,c/unit_18/subblock/reg[37],d/branch/stream/reg_102[9],zclk,mclk,improved
95668,0.0117,0,41705,0.0095,0,0.0022,c/unit_14/subblock/reg[10],d/branch/stream/reg_142[48],yclk,yclk,degraded
56508,0.0057,0,82381,0.0084,0,-0.0027,c/unit_20/subblock/reg[59],d/branch/stream/reg_167[51],yclk,mclk,improved
40285,0.0037,0,49978,0.0092,0,-0.0055,c/unit_16/subblock/reg[16],d/branch/stream/reg_128[15],yclk,zclk,improved
82573,0.0017,0,82158,0.0072,0,-0.0055,c/unit_18/subblock/reg[46],d/branch/stream/reg_141[25],zclk,zclk,improved
80326,0.0069,0,71733,0.0069,0,0.0,c/unit_11/subblock/reg[34],d/branch/stream/reg_106[20],yclk,mclk,no change
32892,0.009,0,24860,0.0058,0,0.0032,c/unit_17/subblock/reg[15],d/branch/stream/reg_173[45],zclk,yclk,degraded
42944,0.0032,0,21542,0.0032,0,0.0,c/unit_14/subblock/reg[38],d/branch/stream/reg_135[27],mclk,yclk,no change
64372,0.0087,0,41696,0.0061,0,0.0026,c/unit_12/subblock/reg[8],d/branch/stream/reg_188[14],mclk,mclk,degraded
85768,0.0118,0,92100,0.0072,0,0.0046,c/unit_13/subblock/reg[34],d/branch/stream/reg_103[3],zclk,yclk,degraded
89106,0.0032,0,26041,-0.0013,0,0.0045,c/unit_17/subblock/reg[16],d/branch/stream/reg_134[37],zclk,yclk,degraded
89978,0.0058,0,38397,0.0058,0,0.0,c/unit_14/subblock/reg[5],d/branch/stream/reg_156[25],zclk,zclk,no change
98323,0.0065,0,87394,0.0107,0,-0.0042,c/unit_11/subblock/reg[10],d/branch/stream/reg_192[0],mclk,mclk,improved
82160,0.0166,0,83803,0.0119,0,0.0047,c/unit_19/subblock/reg[61],d/branch/stream/reg_112[13],mclk,zclk,degraded
30212,0.0078,0,76516,0.0078,0,0.0,c/unit_18/subblock/reg[8],d/branch/stream/reg_177[32],mclk,yclk,no change
80010,0.0174,0,78400,0.0174,0,0.0,c/unit_16/subblock/reg[22],d/branch/stream/reg_148[22],mclk,yclk,no change
87376,0.0075,0,35517,0.014,0,-0.0065,c/unit_14/subblock/reg[39],d/branch/stream/reg_110[6],zclk,zclk,improved
20193,0.0097,0,82775,0.0168,0,-0.0071,c/unit_18/subblock/reg[15],d/branch/stream/reg_185[22],yclk,zclk,improved
31403,0.0076,0,64644,0.0009,0,0.0067,c/unit_20/subblock/reg[20],d/branch/stream/reg_143[24],yclk,mclk,degraded
95374,0.0182,0,71315,0.0114,0,0.0068,c/unit_15/subblock/reg[23],d/branch/stream/reg_177[58],yclk,mclk,degraded
62939,0.0149,0,53291,0.023,0,-0.0081,c/unit_11/subblock/reg[5],d/branch/stream/reg_121[28],zclk,mclk,improved
