orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
29790,0.0071,0,64495,0.0141,0,-0.007,c/unit_14/subblock/reg[14],d/branch/stream/reg_147[44],yclk,yclk,improved
25295,0.006,0,56216,0.001,0,0.005,c/unit_19/subblock/reg[55],d/branch/stream/reg_149[3],mclk,yclk,degraded
78332,0.002,0,70195,-0.0033,0,0.0053,c/unit_18/subblock/reg[59],d/branch/stream/reg_166[37],mclk,zclk,degraded
82254,0.0072,0,95845,0.0053,0,0.0019,c/unit_19/subblock/reg[34],d/branch/stream/reg_152[48],yclk,yclk,degraded
54639,0.0131,0,68563,0.0078,0,0.0053,c/unit_14/subblock/reg[7],d/branch/stream/reg_111[60],zclk,yclk,degraded
33056,0.0128,0,43413,0.0082,0,0.0046,c/unit_14/subblock/reg[38],d/branch/stream/reg_148[32],zclk,mclk,degraded
94097,0.0144,0,79965,0.0134,0,0.001,c/unit_15/subblock/reg[62],d/branch/stream/reg_198[37],zclk,mclk,degraded
90689,0.0187,0,85059,0.0129,0,0.0058,c/unit_14/subblock/reg[1],d/branch/stream/reg_123[46],zclk,yclk,degraded
60831,0.0197,0,71504,0.0197,0,0.0,c/unit_15/subblock/reg[53],d/branch/stream/reg_148[29],mclk,yclk,no change
31468,0.0119,0,59555,0.0189,0,-0.007,c/unit_13/subblock/reg[41],d/branch/stream/reg_192[45],mclk,zclk,improved
75385,0.0142,0,24342,0.0091,0,0.0051,c/unit_15/subblock/reg[40],d/branch/stream/reg_117[54],zclk,mclk,degraded
75386,0.0026,0,39227,-0.0052,0,0.0078,c/unit_17/subblock/reg[8],d/branch/stream/reg_174[26],zclk,mclk,degraded
48904,0.0144,0,51431,0.0063,0,0.0081,c/unit_13/subblock/reg[2],d/branch/stream/reg_186[35],mclk,mclk,degraded
53272,0.0086,0,38984,0.006,0,0.0026,c/unit_18/subblock/reg[16],d/branch/stream/reg_176[38],yclk,yclk,degraded
86745,0.0187,0,24689,0.0187,0,0.0,c/unit_15/subblock/reg[24],d/branch/stream/reg_127[4],yclk,yclk,no change
60312,0.015,0,25924,0.015,0,0.0,c/unit_17/subblock/reg[14],d/branch/stream/reg_173[52],yclk,yclk,no change
85486,0.0104,0,84612,0.0093,0,0.0011,c/unit_20/subblock/reg[44],d/branch/stream/reg_144[20],mclk,mclk,degraded
77699,0.0036,0,80027,-0.0005,0,0.0041,c/unit_11/subblock/reg[6],d/branch/stream/reg_102[57],zclk,zclk,degraded
29715,0.0029,0,86579,0.001,0,0.0019,c/unit_18/subblock/reg[49],d/branch/stream/reg_145[48],yclk,zclk,degraded
85982,0.0013,0,95443,-0.0016,0,0.0029,c/unit_11/subblock/reg[60],d/branch/stream/reg_166[46],mclk,zclk,degraded
97587,0.011,0,73313,0.013,0,-0.002,c/unit_12/subblock/reg[60],d/branch/stream/reg_110[20],zclk,yclk,improved
39283,0.0118,0,97496,0.0025,0,0.0093,c/unit_11/subblock/reg[32],d/branch/stream/reg_154[34],mclk,zclk,degraded
51090,0.0124,0,93985,0.0158,0,-0.0034,c/unit_15/subblock/reg[20],d/branch/stream/reg_115[11],mclk,yclk,improved
35327,0.0182,0,96807,0.0224,0,-0.0042,c/unit_11/subblock/reg[62],d/branch/stream/reg_143[63],zclk,mclk,improved
75458,0.0075,0,22472,0.0115,0,-0.004,c/unit_17/subblock/reg[40],d/branch/stream/reg_178[54],mclk,mclk,improved
25571,0.017,0,68826,0.0091,0,0.0079,c/unit_11/subblock/reg[56],d/branch/stream/reg_130[22],mclk,yclk,degraded
85395,0.0134,0,43647,0.0175,0,-0.0041,c/unit_19/subblock/reg[16],d/branch/stream/reg_175[63],zclk,yclk,improved
68902,0.0095,0,25647,0.0059,0,0.0036,c/unit_14/subblock/reg[19],d/branch/stream/reg_129[23],yclk,zclk,degraded
77257,0.0102,0,35454,0.0149,0,-0.0047,c/unit_16/subblock/reg[51],d/branch/stream/reg_191[32],yclk,yclk,improved
41481,0.0074,0,31900,0.0125,0,-0.0051,c/unit_11/subblock/reg[39],d/branch/stream/reg_103[21],yclk,mclk,improved
80079,0.0033,0,85783,0.0085,0,-0.0052,c/unit_17/subblock/reg[30],d/branch/stream/reg_198[50],zclk,zclk,improved
71360,0.0176,0,77898,0.0251,0,-0.0075,c/unit_15/subblock/reg[35],d/branch/stream/reg_183[59],zclk,zclk,improved
69642,0.0011,0,32160,-0.0078,0,0.0089,c/unit_17/subblock/reg[46],d/branch/stream/reg_137[5],zclk,mclk,degraded
68748,0.007,0,90593,-0.0027,0,0.0097,c/unit_15/subblock/reg[8],d/branch/stream/reg_106[17],yclk,yclk,degraded
29047,0.0111,0,76600,0.0062,0,0.0049,c/unit_19/subblock/reg[57],d/branch/stream/reg_160[60],mclk,yclk,degraded
35430,0.0066,0,25673,0.0111,0,-0.0045,c/unit_11/subblock/reg[7],d/branch/stream/reg_191[28],mclk,zclk,improved
94813,0.0038,0,60118,0.0038,0,0.0,c/unit_14/subblock/reg[61],d/branch/stream/reg_159[6],mclk,zclk,no change
25313,0.0173,0,65828,0.0259,0,-0.0086,c/unit_19/subblock/reg[53],d/branch/stream/reg_173[46],zclk,zclk,improved
55773,0.0065,0,74445,0.0065,0,0.0,c/unit_13/subblock/reg[49],d/branch/stream/reg_107[21],mclk,mclk,no change
77264,0.0091,0,94425,0.012,0,-0.0029,c/unit_12/subblock/reg[13],d/branch/stream/reg_108[47],yclk,mclk,improved
21765,0.0046,0,83418,-0.0026,0,0.0072,c/unit_20/subblock/reg[47],d/branch/stream/reg_161[37],yclk,mclk,degraded
46388,0.0029,0,29004,0.0096,0,-0.0067,c/unit_19/subblock/reg[17],d/branch/stream/reg_147[0],mclk,zclk,improved
79144,0.0084,0,68621,0.0164,0,-0.008,c/unit_11/subblock/reg[8],d/branch/stream/reg_133[4],mclk,zclk,improved
90456,0.0131,0,25647,0.0032,0,0.0099,c/unit_16/subblock/reg[51],d/branch/stream/reg_131[2],yclk,yclk,degraded
92432,0.0055,0,86355,0.0099,0,-0.0044,c/unit_16/subblock/reg[51],d/branch/stream/reg_183[54],zclk,yclk,improved
56252,0.0199,0,76282,0.0199,0,0.0,c/unit_15/subblock/reg[54],d/branch/stream/reg_137[63],yclk,yclk,no change
30711,0.0128,0,72495,0.0062,0,0.0066,c/unit_12/subblock/reg[39],d/branch/stream/reg_156[8],mclk,yclk,degraded
76004,0.0126,0,81000,0.0126,0,0.0,c/unit_20/subblock/reg[26],d/branch/stream/reg_161[63],zclk,mclk,no change
24097,0.0138,0,40331,0.0089,0,0.0049,c/unit_11/subblock/reg[29],d/branch/stream/reg_111[25],mclk,zclk,degraded
35935,0.0049,0,73965,0.0049,0,0.0,c/unit_11/subblock/reg[6],d/branch/stream/reg_172[2],mclk,yclk,no change
32528,0.0135,0,94886,0.0135,0,0.0,c/unit_14/subblock/reg[34],d/branch/stream/reg_182[21],zclk,zclk,no change
36688,0.0148,0,42087,0.007,0,0.0078,c/unit_14/subblock/reg[5],d/branch/stream/reg_167[9],zclk,yclk,degraded
67494,0.0036,0,24882,0.0036,0,0.0,c/unit_15/subblock/reg[40],d/branch/stream/reg_108[62],zclk,zclk,no change
26114,0.0195,0,94513,0.026,0,-0.0065,c/unit_15/subblock/reg[63],d/branch/stream/reg_101[4],yclk,yclk,improved
71625,0.011,0,56734,0.0126,0,-0.0016,c/unit_11/subblock/reg[47],d/branch/stream/reg_196[36],mclk,yclk,improved
64278,0.0029,0,27652,-0.0048,0,0.0077,c/unit_13/subblock/reg[62],d/branch/stream/reg_146[44],zclk,yclk,degraded
63409,0.0192,0,81211,0.0192,0,0.0,c/unit_17/subblock/reg[53],d/branch/stream/reg_174[25],yclk,mclk,no change
66797,0.0026,0,97919,0.0026,0,0.0,c/unit_15/subblock/reg[59],d/branch/stream/reg_187[55],zclk,yclk,no change
30832,0.0061,0,65036,0.0098,0,-0.0037,c/unit_20/subblock/reg[42],d/branch/stream/reg_198[52],zclk,yclk,improved
73388,0.0186,0,74812,0.0245,0,-0.0059,c/unit_20/subblock/reg[8],d/branch/stream/reg_107[45],mclk,mclk,improved
44090,0.001,0,73280,0.0066,0,-0.0056,c/unit_19/subblock/reg[59],d/branch/stream/reg_120[30],yclk,zclk,improved
51391,0.0132,0,65354,0.0132,0,0.0,c/unit_15/subblock/reg[40],d/branch/stream/reg_170[1],yclk,yclk,no change
62397,0.012,0,86310,0.0143,0,-0.0023,c/unit_16/subblock/reg[2],d/branch/stream/reg_125[17],mclk,zclk,improved
68371,0.0169,0,22890,0.0207,0,-0.0038,c/unit_17/subblock/reg[34],d/branch/stream/reg_130[56],yclk,yclk,improved
74835,0.0145,0,98505,0.0056,0,0.0089,c/unit_14/subblock/reg[24],d/branch/stream/reg_194[54],zclk,mclk,degraded
65798,0.0178,0,27966,0.0209,0,-0.0031,c/unit_20/subblock/reg[45],d/branch/stream/reg_192[25],mclk,mclk,improved
36405,0.0061,0,49293,0.0061,0,0.0,c/unit_20/subblock/reg[33],d/branch/stream/reg_126[47],mclk,zclk,no change
