orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
93665,0.0199,0,59846,0.0219,0,-0.002,c/unit_13/subblock/reg[13],d/branch/stream/reg_154[53],yclk,zclk,improved
36417,0.0013,0,47374,0.0013,0,0.0,c/unit_13/subblock/reg[6],d/branch/stream/reg_164[19],zclk,zclk,no change
68496,0.0075,0,86217,0.0061,0,0.0014,c/unit_13/subblock/reg[36],d/branch/stream/reg_117[63],mclk,zclk,degraded
28016,0.0153,0,84634,0.0134,0,0.0019,c/unit_14/subblock/reg[48],d/branch/stream/reg_145[9],mclk,mclk,degraded
46004,0.0085,0,97214,0.0085,0,0.0,c/unit_16/subblock/reg[28],d/branch/stream/reg_112[22],zclk,zclk,no change
91052,0.0142,0,89874,0.0142,0,0.0,c/unit_17/subblock/reg[37],d/branch/stream/reg_154[9],yclk,zclk,no change
36099,0.0058,0,37659,0.0113,0,-0.0055,c/unit_18/subblock/reg[32],d/branch/stream/reg_168[11],yclk,zclk,improved
52284,0.0146,0,95839,0.0062,0,0.0084,c/unit_13/subblock/reg[21],d/branch/stream/reg_126[3],mclk,mclk,degraded
86490,0.0087,0,59803,0.0087,0,0.0,c/unit_20/subblock/reg[4],d/branch/stream/reg_161[37],mclk,zclk,no change
64152,0.0185,0,53855,0.0138,0,0.0047,c/unit_12/subblock/reg[59],d/branch/stream/reg_195[36],zclk,zclk,degraded
68791,0.0045,0,27358,0.01,0,-0.0055,c/unit_14/subblock/reg[9],d/branch/stream/reg_120[22],zclk,mclk,improved
62961,0.0166,0,25403,0.0166,0,0.0,c/unit_18/subblock/reg[19],d/branch/stream/reg_174[1],mclk,yclk,no change
70983,0.0118,0,39207,0.0203,0,-0.0085,c/unit_11/subblock/reg[4],d/branch/stream/reg_116[63],mclk,zclk,improved
35870,0.0169,0,78415,0.0139,0,0.003,c/unit_16/subblock/reg[26],d/branch/stream/reg_150[57],mclk,yclk,degraded
20956,0.0069,0,56278,0.0069,0,0.0,c/unit_11/subblock/reg[56],d/branch/stream/reg_159[12],yclk,yclk,no change
73422,0.0161,0,60157,0.0175,0,-0.0014,c/unit_14/subblock/reg[33],d/branch/stream/reg_135[13],mclk,mclk,improved
62181,0.0174,0,87698,0.0112,0,0.0062,c/unit_15/subblock/reg[39],d/branch/stream/reg_148[33],mclk,mclk,degraded
61361,0.0062,0,20752,0.0062,0,0.0,c/unit_20/subblock/reg[63],d/branch/stream/reg_151[38],yclk,mclk,no change
52670,0.0105,0,25645,0.0105,0,0.0,c/unit_19/subblock/reg[27],d/branch/stream/reg_158[22],yclk,mclk,no change
