orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
32288,0.0097,0,59548,0.0178,0,-0.0081,c/unit_20/subblock/reg[57],d/branch/stream/reg_126[57],yclk,mclk,improved
66839,0.0108,0,82579,0.0039,0,0.0069,c/unit_17/subblock/reg[7],d/branch/stream/reg_184[34],zclk,yclk,degraded
55366,0.0112,0,83957,0.0112,0,0.0,c/unit_14/subblock/reg[5],d/branch/stream/reg_184[51],mclk,mclk,no change
60338,0.0042,0,33798,0.0042,0,0.0,c/unit_14/subblock/reg[58],d/branch/stream/reg_138[15],zclk,yclk,no change
67095,0.005,0,35855,0.005,0,0.0,c/unit_16/subblock/reg[60],d/branch/stream/reg_110[50],mclk,mclk,no change
71623,0.0157,0,46074,0.0142,0,0.0015,c/unit_11/subblock/reg[45],d/branch/stream/reg_130[41],mclk,mclk,degraded
36890,0.0115,0,33623,0.0115,0,0.0,c/unit_15/subblock/reg[14],d/branch/stream/reg_147[28],zclk,mclk,no change
46945,0.0044,0,88194,0.0106,0,-0.0062,c/unit_12/subblock/reg[41],d/branch/stream/reg_170[39],zclk,mclk,improved
97128,0.0089,0,65888,-0.0002,0,0.0091,c/unit_15/subblock/reg[32],d/branch/stream/reg_148[31],yclk,zclk,degraded
94254,0.0036,0,24708,0.0081,0,-0.0045,c/unit_18/subblock/reg[0],d/branch/stream/reg_196[21],yclk,zclk,improved
61843,0.0117,0,27439,0.0117,0,0.0,c/unit_14/subblock/reg[36],d/branch/stream/reg_131[13],zclk,zclk,no change
38654,0.0158,0,88357,0.0185,0,-0.0027,c/unit_15/subblock/reg[16],d/branch/stream/reg_106[11],zclk,zclk,improved
67734,0.0124,0,94760,0.0124,0,0.0,c/unit_19/subblock/reg[15],d/branch/stream/reg_121[22],mclk,yclk,no change
52145,0.0046,0,40841,0.0046,0,0.0,c/unit_13/subblock/reg[63],d/branch/stream/reg_147[18],mclk,mclk,no change
27786,0.0082,0,78232,0.0151,0,-0.0069,c/unit_15/subblock/reg[14],d/branch/stream/reg_101[26],mclk,yclk,improved
65272,0.0075,0,24298,0.0147,0,-0.0072,c/unit_19/subblock/reg[52],d/branch/stream/reg_187[53],mclk,yclk,improved
47952,0.0017,0,53839,0.0046,0,-0.0029,c/unit_14/subblock/reg[43],d/branch/stream/reg_106[53],yclk,mclk,improved
88866,0.0094,0,44103,0.0094,0,0.0,c/unit_11/subblock/reg[36],d/branch/stream/reg_117[54],mclk,yclk,no change
32078,0.0084,0,94957,0.0084,0,0.0,c/unit_20/subblock/reg[55],d/branch/stream/reg_124[16],zclk,mclk,no change
57998,0.0101,0,69200,0.0052,0,0.0049,c/unit_19/subblock/reg[3],d/branch/stream/reg_114[30],zclk,zclk,degraded
82208,0.0076,0,22323,0.0176,0,-0.01,c/unit_12/subblock/reg[22],d/branch/stream/reg_125[1],yclk,zclk,improved
