orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
59619,0.0123,0,98647,0.0096,0,0.0027,c/unit_14/subblock/reg[13],d/branch/stream/reg_121[23],zclk,zclk,degraded
98512,0.0099,0,83608,0.0099,0,0.0,c/unit_16/subblock/reg[3],d/branch/stream/reg_170[27],yclk,yclk,no change
30545,0.0012,0,21789,-0.0028,0,0.004,c/unit_17/subblock/reg[20],d/branch/stream/reg_153[7],mclk,mclk,degraded
45500,0.0136,0,21810,0.0229,0,-0.0093,c/unit_18/subblock/reg[63],d/branch/stream/reg_171[48],mclk,zclk,improved
92588,0.0084,0,78878,0.0024,0,0.006,c/unit_11/subblock/reg[53],d/branch/stream/reg_163[38],zclk,yclk,degraded
22700,0.006,0,23281,0.006,0,0.0,c/unit_18/subblock/reg[33],d/branch/stream/reg_187[42],zclk,mclk,no change
45678,0.0164,0,23478,0.0221,0,-0.0057,c/unit_13/subblock/reg[16],d/branch/stream/reg_192[28],yclk,mclk,improved
45999,0.0089,0,24101,0.0025,0,0.0064,c/unit_17/subblock/reg[26],d/branch/stream/reg_133[28],yclk,mclk,degraded
83949,0.02,0,62351,0.0218,0,-0.0018,c/unit_19/subblock/reg[15],d/branch/stream/reg_166[4],zclk,mclk,improved
80926,0.0189,0,90153,0.0228,0,-0.0039,c/unit_13/subblock/reg[46],d/branch/stream/reg_134[2],mclk,mclk,improved
82918,0.0116,0,58192,0.0075,0,0.0041,c/unit_20/subblock/reg[35],d/branch/stream/reg_167[52],yclk,yclk,degraded
54316,0.0033,0,81119,0.0033,0,0.0,c/unit_11/subblock/reg[45],d/branch/stream/reg_166[59],zclk,zclk,no change
64942,0.0153,0,34588,0.0153,0,0.0,c/unit_17/subblock/reg[28],d/branch/stream/reg_153[63],zclk,zclk,no change
42382,0.0058,0,77333,0.0003,0,0.0055,c/unit_12/subblock/reg[12],d/branch/stream/reg_119[33],zclk,mclk,degraded
96917,0.0072,0,72812,0.0166,0,-0.0094,c/unit_18/subblock/reg[23],d/branch/stream/reg_156[38],yclk,mclk,improved
87524,0.0138,0,63812,0.0138,0,0.0,c/unit_11/subblock/reg[6],d/branch/stream/reg_151[50],mclk,yclk,no change
21899,0.0119,0,53493,0.0119,0,0.0,c/unit_18/subblock/reg[25],d/branch/stream/reg_158[56],zclk,mclk,no change
30289,0.0091,0,48240,0.0091,0,0.0,c/unit_12/subblock/reg[2],d/branch/stream/reg_177[51],yclk,mclk,no change
82594,0.0178,0,37050,0.0123,0,0.0055,c/unit_18/subblock/reg[12],d/branch/stream/reg_198[7],zclk,mclk,degraded
66609,0.0079,0,28182,0.0157,0,-0.0078,c/unit_11/subblock/reg[56],d/branch/stream/reg_115[5],zclk,yclk,improved
37119,0.0148,0,80738,0.023,0,-0.0082,c/unit_13/subblock/reg[16],d/branch/stream/reg_133[43],yclk,mclk,improved
31959,0.0198,0,41418,0.016,0,0.0038,c/unit_19/subblock/reg[0],d/branch/stream/reg_136[52],yclk,zclk,degraded
31324,0.0086,0,30974,0.0132,0,-0.0046,c/unit_17/subblock/reg[8],d/branch/stream/reg_141[22],yclk,yclk,improved
97601,0.0073,0,84699,0.0029,0,0.0044,c/unit_12/subblock/reg[51],d/branch/stream/reg_110[40],zclk,mclk,degraded
71002,0.0114,0,56113,0.0114,0,0.0,c/unit_14/subblock/reg[10],d/branch/stream/reg_126[37],zclk,yclk,no change
34056,0.0165,0,50769,0.0165,0,0.0,c/unit_18/subblock/reg[21],d/branch/stream/reg_134[18],zclk,zclk,no change
23512,0.0127,0,85134,0.0073,0,0.0054,c/unit_11/subblock/reg[30],d/branch/stream/reg_146[8],zclk,zclk,degraded
21574,0.0126,0,21167,0.0223,0,-0.0097,c/unit_12/subblock/reg[8],d/branch/stream/reg_138[20],mclk,mclk,improved
48728,0.0075,0,65732,0.0075,0,0.0,c/unit_11/subblock/reg[25],d/branch/stream/reg_138[36],zclk,mclk,no change
64207,0.0028,0,49962,0.0028,0,0.0,c/unit_15/subblock/reg[19],d/branch/stream/reg_128[48],yclk,yclk,no change
43610,0.0141,0,86602,0.0156,0,-0.0015,c/unit_12/subblock/reg[44],d/branch/stream/reg_126[40],zclk,yclk,improved
36545,0.0148,0,64076,0.0148,0,0.0,c/unit_18/subblock/reg[26],d/branch/stream/reg_161[50],yclk,yclk,no change
98979,0.0095,0,35239,0.0152,0,-0.0057,c/unit_20/subblock/reg[32],d/branch/stream/reg_133[32],yclk,yclk,improved
44367,0.0125,0,43528,0.0089,0,0.0036,c/unit_13/subblock/reg[30],d/branch/stream/reg_120[19],zclk,yclk,degraded
92734,0.0029,0,87623,-0.0036,0,0.0065,c/unit_20/subblock/reg[18],d/branch/stream/reg_161[48],mclk,mclk,degraded
65950,0.0197,0,38156,0.0137,0,0.006,c/unit_16/subblock/reg[34],d/branch/stream/reg_151[20],mclk,mclk,degraded
33174,0.0095,0,23214,0.0015,0,0.008,c/unit_16/subblock/reg[61],d/branch/stream/reg_174[34],mclk,mclk,degraded
22403,0.0103,0,23662,0.0035,0,0.0068,c/unit_19/subblock/reg[35],d/branch/stream/reg_192[51],zclk,mclk,degraded
64653,0.0091,0,50487,0.0139,0,-0.0048,c/unit_18/subblock/reg[30],d/branch/stream/reg_146[63],yclk,zclk,improved
90501,0.0155,0,33455,0.0181,0,-0.0026,c/unit_18/subblock/reg[25],d/branch/stream/reg_184[43],zclk,mclk,improved
48338,0.0012,0,59735,0.0012,0,0.0,c/unit_20/subblock/reg[13],d/branch/stream/reg_104[21],mclk,mclk,no change
63105,0.013,0,96313,0.0181,0,-0.0051,c/unit_19/subblock/reg[19],d/branch/stream/reg_184[29],mclk,yclk,improved
70278,0.0029,0,92953,0.0119,0,-0.009,c/unit_17/subblock/reg[47],d/branch/stream/reg_101[31],zclk,zclk,improved
31693,0.017,0,32120,0.0234,0,-0.0064,c/unit_12/subblock/reg[6],d/branch/stream/reg_143[24],yclk,zclk,improved
