orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
84145,0.0076,0,63149,0.0116,0,-0.004,c/unit_12/subblock/reg[41],d/branch/stream/reg_111[27],yclk,mclk,improved
29715,0.0179,0,80324,0.009,0,0.0089,c/unit_12/subblock/reg[31],d/branch/stream/reg_131[53],yclk,zclk,degraded
22506,0.012,0,23539,0.0139,0,-0.0019,c/unit_15/subblock/reg[17],d/branch/stream/reg_123[43],zclk,yclk,improved
83937,0.0138,0,48685,0.0138,0,0.0,c/unit_11/subblock/reg[40],d/branch/stream/reg_106[40],mclk,zclk,no change
63435,0.0049,0,95455,0.0077,0,-0.0028,c/unit_11/subblock/reg[20],d/branch/stream/reg_107[51],yclk,mclk,improved
67878,0.019,0,36754,0.0118,0,0.0072,c/unit_16/subblock/reg[53],d/branch/stream/reg_154[21],mclk,yclk,degraded
50258,0.0156,0,28590,0.0215,0,-0.0059,c/unit_11/subblock/reg[15],d/branch/stream/reg_130[12],yclk,zclk,improved
50944,0.0167,0,83297,0.0167,0,0.0,c/unit_20/subblock/reg[38],d/branch/stream/reg_104[26],yclk,mclk,no change
46349,0.0033,0,66454,0.0033,0,0.0,c/unit_17/subblock/reg[3],d/branch/stream/reg_194[45],mclk,mclk,no change
99820,0.0043,0,48008,0.0043,0,0.0,c/unit_16/subblock/reg[39],d/branch/stream/reg_118[26],yclk,zclk,no change
25944,0.0155,0,64813,0.0155,0,0.0,c/unit_13/subblock/reg[46],d/branch/stream/reg_114[54],zclk,yclk,no change
58724,0.0068,0,67415,0.0012,0,0.0056,c/unit_11/subblock/reg[40],d/branch/stream/reg_113[56],zclk,zclk,degraded
50684,0.0199,0,26342,0.0143,0,0.0056,c/unit_11/subblock/reg[28],d/branch/stream/reg_193[39],yclk,mclk,degraded
68769,0.0167,0,31885,0.011,0,0.0057,c/unit_14/subblock/reg[13],d/branch/stream/reg_103[9],mclk,mclk,degraded
40893,0.0021,0,33394,0.0021,0,0.0,c/unit_15/subblock/reg[23],d/branch/stream/reg_147[50],mclk,yclk,no change
99995,0.0017,0,25002,0.0017,0,0.0,c/unit_15/subblock/reg[59],d/branch/stream/reg_141[0],mclk,zclk,no change
99326,0.0114,0,23227,0.0114,0,0.0,c/unit_17/subblock/reg[29],d/branch/stream/reg_115[21],zclk,zclk,no change
93233,0.012,0,48923,0.012,0,0.0,c/unit_17/subblock/reg[53],d/branch/stream/reg_176[21],zclk,mclk,no change
81381,0.0154,0,68591,0.0223,0,-0.0069,c/unit_18/subblock/reg[48],d/branch/stream/reg_170[60],yclk,zclk,improved
85628,0.0175,0,83653,0.0175,0,0.0,c/unit_17/subblock/reg[21],d/branch/stream/reg_176[49],zclk,zclk,no change
51277,0.0156,0,86078,0.0215,0,-0.0059,c/unit_17/subblock/reg[17],d/branch/stream/reg_129[23],mclk,zclk,improved
76066,0.0088,0,46728,0.0163,0,-0.0075,c/unit_19/subblock/reg[58],d/branch/stream/reg_153[31],zclk,yclk,improved
44411,0.0093,0,42775,0.0175,0,-0.0082,c/unit_18/subblock/reg[51],d/branch/stream/reg_124[48],mclk,mclk,improved
76183,0.0163,0,32754,0.0068,0,0.0095,c/unit_15/subblock/reg[22],d/branch/stream/reg_157[58],yclk,zclk,degraded
67702,0.0068,0,49920,0.0068,0,0.0,c/unit_19/subblock/reg[11],d/branch/stream/reg_133[40],mclk,mclk,no change
37018,0.0138,0,86497,0.0192,0,-0.0054,c/unit_14/subblock/reg[2],d/branch/stream/reg_191[44],yclk,yclk,improved
91519,0.0132,0,84149,0.0132,0,0.0,c/unit_15/subblock/reg[39],d/branch/stream/reg_123[18],zclk,zclk,no change
22913,0.0183,0,59058,0.0091,0,0.0092,c/unit_13/subblock/reg[35],d/branch/stream/reg_182[13],zclk,mclk,degraded
38951,0.0137,0,22952,0.011,0,0.0027,c/unit_14/subblock/reg[28],d/branch/stream/reg_148[61],zclk,mclk,degraded
95863,0.0162,0,21525,0.0162,0,0.0,c/unit_18/subblock/reg[5],d/branch/stream/reg_103[31],mclk,mclk,no change
29684,0.0098,0,83896,0.0135,0,-0.0037,c/unit_11/subblock/reg[47],d/branch/stream/reg_191[46],yclk,mclk,improved
81316,0.0146,0,79280,0.0146,0,0.0,c/unit_15/subblock/reg[2],d/branch/stream/reg_171[18],zclk,zclk,no change
73529,0.011,0,98391,0.0077,0,0.0033,c/unit_16/subblock/reg[44],d/branch/stream/reg_136[6],yclk,mclk,degraded
75317,0.006,0,34031,0.0153,0,-0.0093,c/unit_11/subblock/reg[31],d/branch/stream/reg_192[62],mclk,yclk,improved
78537,0.0071,0,57520,0.0125,0,-0.0054,c/unit_13/subblock/reg[36],d/branch/stream/reg_166[23],yclk,yclk,improved
73420,0.0159,0,29530,0.0232,0,-0.0073,c/unit_16/subblock/reg[38],d/branch/stream/reg_193[11],mclk,mclk,improved
37223,0.009,0,22937,0.009,0,0.0,c/unit_16/subblock/reg[7],d/branch/stream/reg_102[44],yclk,mclk,no change
48519,0.013,0,77463,0.013,0,0.0,c/unit_16/subblock/reg[12],d/branch/stream/reg_108[19],yclk,mclk,no change
48544,0.0073,0,45883,0.0073,0,0.0,c/unit_18/subblock/reg[33],d/branch/stream/reg_171[54],yclk,yclk,no change
31903,0.0114,0,96332,0.0184,0,-0.007,c/unit_13/subblock/reg[18],d/branch/stream/reg_137[48],mclk,yclk,improved
70198,0.0049,0,63704,0.0049,0,0.0,c/unit_18/subblock/reg[17],d/branch/stream/reg_117[33],mclk,mclk,no change
22317,0.0114,0,67341,0.0114,0,0.0,c/unit_14/subblock/reg[12],d/branch/stream/reg_155[34],zclk,yclk,no change
95103,0.004,0,67096,0.004,0,0.0,c/unit_13/subblock/reg[43],d/branch/stream/reg_120[57],zclk,mclk,no change
89054,0.0103,0,95494,0.0103,0,0.0,c/unit_15/subblock/reg[1],d/branch/stream/reg_106[55],yclk,mclk,no change
65004,0.0176,0,50266,0.0176,0,0.0,c/unit_13/subblock/reg[30],d/branch/stream/reg_194[40],zclk,zclk,no change
32196,0.0096,0,26977,0.0032,0,0.0064,c/unit_19/subblock/reg[43],d/branch/stream/reg_115[47],yclk,zclk,degraded
60988,0.0121,0,33722,0.003,0,0.0091,c/unit_16/subblock/reg[1],d/branch/stream/reg_169[1],mclk,zclk,degraded
41196,0.0166,0,28475,0.0127,0,0.0039,c/unit_15/subblock/reg[51],d/branch/stream/reg_132[52],yclk,zclk,degraded
42409,0.0098,0,22600,0.0098,0,0.0,c/unit_18/subblock/reg[12],d/branch/stream/reg_132[11],zclk,zclk,no change
38997,0.0099,0,49089,0.0038,0,0.0061,c/unit_13/subblock/reg[17],d/branch/stream/reg_120[32],yclk,mclk,degraded
99337,0.0059,0,45036,0.0041,0,0.0018,c/unit_14/subblock/reg[15],d/branch/stream/reg_193[22],zclk,yclk,degraded
75294,0.0041,0,38329,0.0041,0,0.0,c/unit_19/subblock/reg[53],d/branch/stream/reg_194[18],yclk,yclk,no change
28450,0.0198,0,59837,0.0233,0,-0.0035,c/unit_15/subblock/reg[10],d/branch/stream/reg_103[56],yclk,yclk,improved
53268,0.0192,0,48441,0.0225,0,-0.0033,c/unit_20/subblock/reg[30],d/branch/stream/reg_174[2],zclk,zclk,improved
32485,0.0173,0,53631,0.0173,0,0.0,c/unit_12/subblock/reg[15],d/branch/stream/reg_174[57],mclk,zclk,no change
55677,0.0129,0,46372,0.0129,0,0.0,c/unit_15/subblock/reg[23],d/branch/stream/reg_193[56],mclk,yclk,no change
73075,0.0148,0,35044,0.0148,0,0.0,c/unit_19/subblock/reg[35],d/branch/stream/reg_171[25],zclk,zclk,no change
72810,0.0188,0,85305,0.0188,0,0.0,c/unit_11/subblock/reg[21],d/branch/stream/reg_109[22],zclk,yclk,no change
91098,0.0189,0,62594,0.0287,0,-0.0098,c/unit_16/subblock/reg[4],d/branch/stream/reg_112[51],yclk,yclk,improved
22846,0.0024,0,33198,0.0024,0,0.0,c/unit_19/subblock/reg[26],d/branch/stream/reg_163[54],mclk,mclk,no change
56989,0.0094,0,78159,0.0094,0,0.0,c/unit_12/subblock/reg[8],d/branch/stream/reg_192[42],yclk,yclk,no change
90809,0.0114,0,42644,0.0208,0,-0.0094,c/unit_17/subblock/reg[33],d/branch/stream/reg_183[28],zclk,zclk,improved
46335,0.0107,0,63693,0.0141,0,-0.0034,c/unit_17/subblock/reg[36],d/branch/stream/reg_135[41],yclk,yclk,improved
99183,0.0198,0,85515,0.0108,0,0.009,c/unit_11/subblock/reg[10],d/branch/stream/reg_159[24],yclk,zclk,degraded
30957,0.0145,0,39453,0.0088,0,0.0057,c/unit_13/subblock/reg[17],d/branch/stream/reg_171[15],mclk,yclk,degraded
70273,0.0179,0,88927,0.0224,0,-0.0045,c/unit_12/subblock/reg[6],d/branch/stream/reg_142[38],zclk,yclk,improved
74571,0.0043,0,41001,0.0043,0,0.0,c/unit_12/subblock/reg[16],d/branch/stream/reg_129[32],yclk,yclk,no change
58775,0.0056,0,68468,0.0056,0,0.0,c/unit_19/subblock/reg[50],d/branch/stream/reg_176[10],zclk,mclk,no change
49201,0.0137,0,24288,0.0137,0,0.0,c/unit_11/subblock/reg[45],d/branch/stream/reg_115[20],zclk,yclk,no change
87060,0.0103,0,29587,0.0103,0,0.0,c/unit_15/subblock/reg[16],d/branch/stream/reg_153[21],mclk,mclk,no change
78956,0.0048,0,96237,0.0016,0,0.0032,c/unit_14/subblock/reg[60],d/branch/stream/reg_183[51],mclk,yclk,degraded
37598,0.0121,0,43201,0.0185,0,-0.0064,c/unit_20/subblock/reg[18],d/branch/stream/reg_103[17],zclk,yclk,improved
44174,0.0189,0,47066,0.0189,0,0.0,c/unit_15/subblock/reg[50],d/branch/stream/reg_130[29],yclk,yclk,no change
97949,0.0165,0,63129,0.0082,0,0.0083,c/unit_12/subblock/reg[42],d/branch/stream/reg_128[38],yclk,yclk,degraded
65391,0.0134,0,86054,0.0134,0,0.0,c/unit_19/subblock/reg[22],d/branch/stream/reg_126[36],mclk,mclk,no change
89973,0.005,0,23392,0.0107,0,-0.0057,c/unit_20/subblock/reg[35],d/branch/stream/reg_102[43],zclk,yclk,improved
57446,0.0149,0,22647,0.0149,0,0.0,c/unit_12/subblock/reg[5],d/branch/stream/reg_132[10],zclk,mclk,no change
75471,0.0139,0,22911,0.0139,0,0.0,c/unit_16/subblock/reg[36],d/branch/stream/reg_183[46],mclk,mclk,no change
78668,0.0048,0,62938,-0.0011,0,0.0059,c/unit_19/subblock/reg[48],d/branch/stream/reg_132[18],yclk,yclk,degraded
72631,0.0193,0,31929,0.0265,0,-0.0072,c/unit_12/subblock/reg[25],d/branch/stream/reg_125[31],yclk,mclk,improved
58001,0.0198,0,43044,0.0233,0,-0.0035,c/unit_11/subblock/reg[63],d/branch/stream/reg_151[37],mclk,zclk,improved
50008,0.0141,0,55943,0.0091,0,0.005,c/unit_11/subblock/reg[28],d/branch/stream/reg_198[7],zclk,yclk,degraded
93606,0.0014,0,46450,0.0046,0,-0.0032,c/unit_14/subblock/reg[49],d/branch/stream/reg_164[51],yclk,zclk,improved
66163,0.0045,0,41146,-0.003,0,0.0075,c/unit_19/subblock/reg[13],d/branch/stream/reg_168[16],mclk,mclk,degraded
43735,0.0042,0,25692,0.0042,0,0.0,c/unit_17/subblock/reg[15],d/branch/stream/reg_119[10],zclk,zclk,no change
29171,0.0128,0,24980,0.0128,0,0.0,c/unit_14/subblock/reg[23],d/branch/stream/reg_194[45],zclk,zclk,no change
50988,0.0068,0,23917,0.0068,0,0.0,c/unit_15/subblock/reg[32],d/branch/stream/reg_150[7],mclk,mclk,no change
41600,0.0189,0,20789,0.0097,0,0.0092,c/unit_12/subblock/reg[2],d/branch/stream/reg_147[41],zclk,yclk,degraded
59719,0.0138,0,93986,0.0064,0,0.0074,c/unit_15/subblock/reg[36],d/branch/stream/reg_108[26],zclk,mclk,degraded
