orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
56468,0.0129,0,54313,0.0129,0,0.0,c/unit_19/subblock/reg[54],d/branch/stream/reg_104[40],zclk,mclk,no change
77805,0.0148,0,25045,0.0148,0,0.0,c/unit_17/subblock/reg[34],d/branch/stream/reg_126[43],yclk,zclk,no change
35531,0.0041,0,91912,0.003,0,0.0011,c/unit_19/subblock/reg[9],d/branch/stream/reg_107[6],zclk,yclk,degraded
40810,0.0132,0,47312,0.0145,0,-0.0013,c/unit_17/subblock/reg[46],d/branch/stream/reg_156[4],zclk,mclk,improved
54445,0.0098,0,66058,0.0125,0,-0.0027,c/unit_17/subblock/reg[0],d/branch/stream/reg_185[63],yclk,yclk,improved
34473,0.0136,0,34659,0.0091,0,0.0045,c/unit_20/subblock/reg[10],d/branch/stream/reg_147[59],zclk,yclk,degraded
34305,0.016,0,81031,0.016,0,0.0,c/unit_14/subblock/reg[62],d/branch/stream/reg_129[48],mclk,mclk,no change
73928,0.01,0,65151,0.0179,0,-0.0079,c/unit_14/subblock/reg[62],d/branch/stream/reg_136[7],mclk,zclk,improved
65311,0.0115,0,81156,0.0089,0,0.0026,c/unit_18/subblock/reg[32],d/branch/stream/reg_156[2],zclk,zclk,degraded
44189,0.0184,0,81790,0.0184,0,0.0,c/unit_15/subblock/reg[25],d/branch/stream/reg_154[36],yclk,yclk,no change
83786,0.0027,0,75666,-0.0066,0,0.0093,c/unit_15/subblock/reg[15],d/branch/stream/reg_167[37],mclk,zclk,degraded
61270,0.0155,0,45278,0.007,0,0.0085,c/unit_15/subblock/reg[37],d/branch/stream/reg_187[37],mclk,yclk,degraded
71211,0.02,0,93612,0.0156,0,0.0044,c/unit_20/subblock/reg[50],d/branch/stream/reg_169[19],zclk,mclk,degraded
59030,0.0165,0,26241,0.0165,0,0.0,c/unit_14/subblock/reg[11],d/branch/stream/reg_133[6],mclk,yclk,no change
65122,0.0103,0,68599,0.0103,0,0.0,c/unit_14/subblock/reg[24],d/branch/stream/reg_130[28],mclk,yclk,no change
30796,0.0083,0,65598,0.0015,0,0.0068,c/unit_13/subblock/reg[34],d/branch/stream/reg_125[55],mclk,mclk,degraded
61597,0.0061,0,55824,-0.002,0,0.0081,c/unit_12/subblock/reg[51],d/branch/stream/reg_123[6],mclk,zclk,degraded
24631,0.0044,0,80369,0.0109,0,-0.0065,c/unit_13/subblock/reg[40],d/branch/stream/reg_154[46],yclk,zclk,improved
84429,0.0194,0,50684,0.0209,0,-0.0015,c/unit_17/subblock/reg[16],d/branch/stream/reg_190[35],mclk,zclk,improved
23168,0.0053,0,32565,0.0015,0,0.0038,c/unit_20/subblock/reg[58],d/branch/stream/reg_141[22],mclk,zclk,degraded
95016,0.0021,0,81807,0.0077,0,-0.0056,c/unit_14/subblock/reg[39],d/branch/stream/reg_130[33],zclk,mclk,improved
27808,0.0082,0,47439,0.0082,0,0.0,c/unit_14/subblock/reg[49],d/branch/stream/reg_167[53],yclk,yclk,no change
58302,0.0123,0,21557,0.0055,0,0.0068,c/unit_19/subblock/reg[49],d/branch/stream/reg_106[21],mclk,mclk,degraded
97950,0.006,0,63725,0.0116,0,-0.0056,c/unit_11/subblock/reg[26],d/branch/stream/reg_121[58],zclk,yclk,improved
67425,0.0022,0,79481,0.0111,0,-0.0089,c/unit_14/subblock/reg[53],d/branch/stream/reg_143[32],zclk,yclk,improved
94609,0.0013,0,82798,0.0088,0,-0.0075,c/unit_16/subblock/reg[49],d/branch/stream/reg_123[20],mclk,yclk,improved
93887,0.0169,0,79795,0.0127,0,0.0042,c/unit_14/subblock/reg[25],d/branch/stream/reg_105[50],mclk,mclk,degraded
27055,0.0174,0,53230,0.0246,0,-0.0072,c/unit_20/subblock/reg[37],d/branch/stream/reg_116[31],yclk,zclk,improved
94237,0.0027,0,26185,0.0027,0,0.0,c/unit_14/subblock/reg[20],d/branch/stream/reg_108[54],zclk,mclk,no change
83253,0.0191,0,83682,0.0191,0,0.0,c/unit_15/subblock/reg[35],d/branch/stream/reg_111[44],yclk,yclk,no change
56155,0.0026,0,32944,-0.0048,0,0.0074,c/unit_13/subblock/reg[27],d/branch/stream/reg_136[61],mclk,yclk,degraded
81121,0.0118,0,64960,0.0181,0,-0.0063,c/unit_19/subblock/reg[25],d/branch/stream/reg_123[36],zclk,yclk,improved
38700,0.0021,0,57183,0.0072,0,-0.0051,c/unit_18/subblock/reg[55],d/branch/stream/reg_158[1],mclk,zclk,improved
90488,0.0121,0,45570,0.0217,0,-0.0096,c/unit_15/subblock/reg[34],d/branch/stream/reg_196[51],yclk,mclk,improved
93507,0.0027,0,47963,0.0005,0,0.0022,c/unit_16/subblock/reg[12],d/branch/stream/reg_177[16],mclk,yclk,degraded
42485,0.0171,0,67428,0.0171,0,0.0,c/unit_19/subblock/reg[41],d/branch/stream/reg_154[55],yclk,zclk,no change
96325,0.0186,0,48502,0.0128,0,0.0058,c/unit_14/subblock/reg[47],d/branch/stream/reg_164[61],yclk,zclk,degraded
25689,0.0158,0,36616,0.008,0,0.0078,c/unit_14/subblock/reg[42],d/branch/stream/reg_159[48],yclk,mclk,degraded
74466,0.0176,0,98962,0.0267,0,-0.0091,c/unit_11/subblock/reg[4],d/branch/stream/reg_127[46],yclk,yclk,improved
67224,0.0026,0,98653,0.0078,0,-0.0052,c/unit_11/subblock/reg[12],d/branch/stream/reg_145[9],mclk,yclk,improved
48623,0.0082,0,52204,0.0148,0,-0.0066,c/unit_15/subblock/reg[46],d/branch/stream/reg_111[43],yclk,mclk,improved
60511,0.0078,0,83022,0.0078,0,0.0,c/unit_16/subblock/reg[17],d/branch/stream/reg_180[51],yclk,zclk,no change
69310,0.0017,0,30653,0.0017,0,0.0,c/unit_19/subblock/reg[16],d/branch/stream/reg_199[51],yclk,mclk,no change
93522,0.0144,0,49183,0.0205,0,-0.0061,c/unit_15/subblock/reg[56],d/branch/stream/reg_142[0],zclk,mclk,improved
45777,0.0113,0,85829,0.0144,0,-0.0031,c/unit_14/subblock/reg[25],d/branch/stream/reg_156[29],zclk,yclk,improved
70614,0.0156,0,74071,0.02,0,-0.0044,c/unit_11/subblock/reg[8],d/branch/stream/reg_106[56],yclk,mclk,improved
31067,0.0048,0,49079,0.0048,0,0.0,c/unit_19/subblock/reg[21],d/branch/stream/reg_152[30],zclk,mclk,no change
84297,0.0059,0,75583,0.0023,0,0.0036,c/unit_17/subblock/reg[42],d/branch/stream/reg_108[25],yclk,mclk,degraded
96720,0.0137,0,83340,0.0089,0,0.0048,c/unit_14/subblock/reg[61],d/branch/stream/reg_169[23],mclk,zclk,degraded
33451,0.0057,0,94286,0.0022,0,0.0035,c/unit_15/subblock/reg[18],d/branch/stream/reg_147[11],yclk,yclk,degraded
77400,0.0132,0,47198,0.0132,0,0.0,c/unit_15/subblock/reg[55],d/branch/stream/reg_113[42],zclk,zclk,no change
25734,0.0115,0,66771,0.0156,0,-0.0041,c/unit_13/subblock/reg[35],d/branch/stream/reg_159[53],zclk,mclk,improved
53617,0.0194,0,61648,0.0266,0,-0.0072,c/unit_16/subblock/reg[0],d/branch/stream/reg_101[58],zclk,yclk,improved
60028,0.0103,0,62163,0.0103,0,0.0,c/unit_13/subblock/reg[46],d/branch/stream/reg_163[2],yclk,yclk,no change
52951,0.0074,0,26785,0.0007,0,0.0067,c/unit_15/subblock/reg[35],d/branch/stream/reg_188[32],yclk,mclk,degraded
48548,0.0057,0,47751,-0.0006,0,0.0063,c/unit_14/subblock/reg[30],d/branch/stream/reg_133[19],yclk,mclk,degraded
90213,0.0138,0,83935,0.005,0,0.0088,c/unit_17/subblock/reg[32],d/branch/stream/reg_129[45],zclk,zclk,degraded
22545,0.0047,0,85422,0.014,0,-0.0093,c/unit_15/subblock/reg[56],d/branch/stream/reg_172[1],mclk,yclk,improved
74533,0.0199,0,55104,0.0107,0,0.0092,c/unit_15/subblock/reg[0],d/branch/stream/reg_147[27],zclk,mclk,degraded
