orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
96914,0.0017,0,92557,-0.0061,0,0.0078,c/unit_11/subblock/reg[22],d/branch/stream/reg_100[44],mclk,zclk,degraded
21665,0.0093,0,86696,0.0006,0,0.0087,c/unit_16/subblock/reg[43],d/branch/stream/reg_135[42],zclk,yclk,degraded
60446,0.0133,0,51004,0.0133,0,0.0,c/unit_19/subblock/reg[13],d/branch/stream/reg_147[18],mclk,zclk,no change
85367,0.0085,0,59988,0.0085,0,0.0,c/unit_20/subblock/reg[1],d/branch/stream/reg_177[11],zclk,mclk,no change
82790,0.006,0,68092,-0.0024,0,0.0084,c/unit_20/subblock/reg[56],d/branch/stream/reg_154[21],mclk,yclk,degraded
90698,0.0199,0,78121,0.0199,0,0.0,c/unit_18/subblock/reg[23],d/branch/stream/reg_121[57],zclk,yclk,no change
27735,0.0113,0,31697,0.0188,0,-0.0075,c/unit_15/subblock/reg[54],d/branch/stream/reg_197[35],zclk,mclk,improved
73269,0.0076,0,68713,0.0175,0,-0.0099,c/unit_11/subblock/reg[0],d/branch/stream/reg_114[63],yclk,zclk,improved
35635,0.001,0,40044,-0.0015,0,0.0025,c/unit_14/subblock/reg[61],d/branch/stream/reg_117[4],zclk,yclk,degraded
34409,0.0158,0,77192,0.017,0,-0.0012,c/unit_11/subblock/reg[17],d/branch/stream/reg_103[9],yclk,yclk,improved
93371,0.0052,0,89788,0.0037,0,0.0015,c/unit_17/subblock/reg[50],d/branch/stream/reg_193[18],yclk,yclk,degraded
63274,0.0191,0,36088,0.0149,0,0.0042,c/unit_15/subblock/reg[32],d/branch/stream/reg_119[8],mclk,mclk,degraded
67429,0.0128,0,63464,0.0057,0,0.0071,c/unit_14/subblock/reg[50],d/branch/stream/reg_135[61],mclk,yclk,degraded
34248,0.0152,0,81839,0.0152,0,0.0,c/unit_18/subblock/reg[40],d/branch/stream/reg_156[25],mclk,yclk,no change
99744,0.0075,0,79276,0.0053,0,0.0022,c/unit_20/subblock/reg[34],d/branch/stream/reg_147[17],mclk,yclk,degraded
46081,0.0196,0,53832,0.0196,0,0.0,c/unit_16/subblock/reg[62],d/branch/stream/reg_151[36],zclk,yclk,no change
29550,0.0124,0,79143,0.0202,0,-0.0078,c/unit_15/subblock/reg[50],d/branch/stream/reg_176[61],mclk,yclk,improved
25135,0.013,0,69516,0.0224,0,-0.0094,c/unit_12/subblock/reg[19],d/branch/stream/reg_198[47],zclk,zclk,improved
44927,0.0022,0,37657,0.0049,0,-0.0027,c/unit_17/subblock/reg[35],d/branch/stream/reg_166[60],zclk,yclk,improved
99031,0.0133,0,56082,0.0133,0,0.0,c/unit_18/subblock/reg[19],d/branch/stream/reg_153[9],mclk,mclk,no change
39998,0.0052,0,26359,0.0052,0,0.0,c/unit_20/subblock/reg[5],d/branch/stream/reg_153[61],zclk,yclk,no change
95581,0.019,0,69808,0.0097,0,0.0093,c/unit_16/subblock/reg[49],d/branch/stream/reg_117[57],yclk,zclk,degraded
81741,0.0143,0,69763,0.0067,0,0.0076,c/unit_20/subblock/reg[20],d/branch/stream/reg_108[45],mclk,mclk,degraded
62411,0.0105,0,56304,0.0105,0,0.0,c/unit_16/subblock/reg[62],d/branch/stream/reg_119[27],zclk,mclk,no change
76144,0.0115,0,82701,0.0182,0,-0.0067,c/unit_14/subblock/reg[61],d/branch/stream/reg_195[57],mclk,mclk,improved
22006,0.0074,0,50841,0.0074,0,0.0,c/unit_18/subblock/reg[10],d/branch/stream/reg_191[32],zclk,zclk,no change
35306,0.0134,0,26920,0.005,0,0.0084,c/unit_15/subblock/reg[12],d/branch/stream/reg_105[25],yclk,yclk,degraded
80176,0.0168,0,31759,0.0136,0,0.0032,c/unit_18/subblock/reg[54],d/branch/stream/reg_184[46],yclk,zclk,degraded
68178,0.0159,0,52474,0.0099,0,0.006,c/unit_13/subblock/reg[21],d/branch/stream/reg_147[47],mclk,zclk,degraded
57022,0.0025,0,80519,0.0109,0,-0.0084,c/unit_15/subblock/reg[12],d/branch/stream/reg_108[8],yclk,zclk,improved
63187,0.0055,0,98630,0.0055,0,0.0,c/unit_16/subblock/reg[34],d/branch/stream/reg_183[18],mclk,yclk,no change
90394,0.0158,0,36312,0.0189,0,-0.0031,c/unit_15/subblock/reg[36],d/branch/stream/reg_137[58],zclk,mclk,improved
32077,0.0058,0,83161,0.0076,0,-0.0018,c/unit_13/subblock/reg[24],d/branch/stream/reg_120[2],yclk,mclk,improved
86100,0.0193,0,75566,0.0246,0,-0.0053,c/unit_13/subblock/reg[59],d/branch/stream/reg_181[21],yclk,zclk,improved
49416,0.0144,0,44319,0.0201,0,-0.0057,c/unit_12/subblock/reg[51],d/branch/stream/reg_150[45],mclk,yclk,improved
52805,0.0099,0,98480,0.0067,0,0.0032,c/unit_18/subblock/reg[57],d/branch/stream/reg_181[7],zclk,mclk,degraded
21628,0.0036,0,84390,0.0104,0,-0.0068,c/unit_20/subblock/reg[49],d/branch/stream/reg_118[51],yclk,yclk,improved
55371,0.0052,0,46717,-0.0004,0,0.0056,c/unit_19/subblock/reg[43],d/branch/stream/reg_126[23],yclk,mclk,degraded
65593,0.0123,0,62600,0.0174,0,-0.0051,c/unit_12/subblock/reg[0],d/branch/stream/reg_122[46],yclk,yclk,improved
75066,0.0122,0,83841,0.0082,0,0.004,c/unit_20/subblock/reg[41],d/branch/stream/reg_121[57],zclk,zclk,degraded
71972,0.0016,0,64124,0.0091,0,-0.0075,c/unit_15/subblock/reg[7],d/branch/stream/reg_188[2],yclk,yclk,improved
89581,0.0068,0,23717,-0.0013,0,0.0081,c/unit_16/subblock/reg[0],d/branch/stream/reg_197[33],mclk,yclk,degraded
86229,0.0147,0,72218,0.0121,0,0.0026,c/unit_15/subblock/reg[0],d/branch/stream/reg_110[51],yclk,zclk,degraded
24448,0.0095,0,45132,0.0055,0,0.004,c/unit_17/subblock/reg[6],d/branch/stream/reg_178[35],zclk,mclk,degraded
66442,0.0096,0,76278,0.0096,0,0.0,c/unit_14/subblock/reg[62],d/branch/stream/reg_140[48],mclk,zclk,no change
