orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
77753,0.0155,0,80681,0.0155,0,0.0,c/unit_11/subblock/reg[35],d/branch/stream/reg_193[53],mclk,mclk,no change
46232,0.0122,0,72255,0.0122,0,0.0,c/unit_12/subblock/reg[43],d/branch/stream/reg_144[35],zclk,yclk,no change
82917,0.0176,0,31702,0.0249,0,-0.0073,c/unit_11/subblock/reg[12],d/branch/stream/reg_101[44],mclk,yclk,improved
54689,0.0022,0,37079,-0.0073,0,0.0095,c/unit_15/subblock/reg[44],d/branch/stream/reg_183[43],mclk,yclk,degraded
20278,0.014,0,38275,0.014,0,0.0,c/unit_18/subblock/reg[20],d/branch/stream/reg_147[63],zclk,zclk,no change
62289,0.0023,0,57052,0.0041,0,-0.0018,c/unit_13/subblock/reg[27],d/branch/stream/reg_165[20],yclk,yclk,improved
24281,0.0147,0,78638,0.0147,0,0.0,c/unit_12/subblock/reg[5],d/branch/stream/reg_130[3],zclk,yclk,no change
26327,0.0056,0,27114,0.0056,0,0.0,c/unit_20/subblock/reg[27],d/branch/stream/reg_110[58],mclk,yclk,no change
87142,0.0077,0,56904,0.0032,0,0.0045,c/unit_14/subblock/reg[22],d/branch/stream/reg_103[41],yclk,mclk,degraded
72378,0.0051,0,68175,0.0051,0,0.0,c/unit_13/subblock/reg[42],d/branch/stream/reg_173[58],mclk,mclk,no change
46453,0.0168,0,28227,0.0168,0,0.0,c/unit_19/subblock/reg[29],d/branch/stream/reg_117[30],zclk,zclk,no change
82972,0.0106,0,73822,0.0042,0,0.0064,c/unit_17/subblock/reg[45],d/branch/stream/reg_133[19],mclk,zclk,degraded
63463,0.0051,0,26787,-0.0001,0,0.0052,c/unit_17/subblock/reg[23],d/branch/stream/reg_109[33],zclk,yclk,degraded
45338,0.0072,0,44083,0.0159,0,-0.0087,c/unit_12/subblock/reg[28],d/branch/stream/reg_169[30],zclk,mclk,improved
72729,0.011,0,84772,0.011,0,0.0,c/unit_19/subblock/reg[33],d/branch/stream/reg_164[10],yclk,mclk,no change
28868,0.0033,0,70531,0.0033,0,0.0,c/unit_15/subblock/reg[44],d/branch/stream/reg_103[56],zclk,mclk,no change
35236,0.0185,0,60173,0.0221,0,-0.0036,c/unit_16/subblock/reg[42],d/branch/stream/reg_169[11],zclk,yclk,improved
52157,0.012,0,79699,0.0028,0,0.0092,c/unit_19/subblock/reg[17],d/branch/stream/reg_120[61],mclk,mclk,degraded
42301,0.0015,0,54558,-0.0007,0,0.0022,c/unit_15/subblock/reg[63],d/branch/stream/reg_192[2],yclk,mclk,degraded
56274,0.0028,0,51936,0.009,0,-0.0062,c/unit_19/subblock/reg[11],d/branch/stream/reg_103[43],mclk,yclk,improved
25375,0.0172,0,97169,0.0078,0,0.0094,c/unit_18/subblock/reg[18],d/branch/stream/reg_185[27],zclk,yclk,degraded
60510,0.0032,0,72192,0.0061,0,-0.0029,c/unit_12/subblock/reg[17],d/branch/stream/reg_103[32],mclk,mclk,improved
86408,0.0107,0,83264,0.0044,0,0.0063,c/unit_14/subblock/reg[18],d/branch/stream/reg_170[23],mclk,yclk,degraded
44692,0.0128,0,97566,0.02,0,-0.0072,c/unit_17/subblock/reg[53],d/branch/stream/reg_178[59],yclk,yclk,improved
46345,0.016,0,40734,0.016,0,0.0,c/unit_13/subblock/reg[18],d/branch/stream/reg_129[2],yclk,zclk,no change
71442,0.0111,0,72683,0.0135,0,-0.0024,c/unit_14/subblock/reg[58],d/branch/stream/reg_162[20],yclk,mclk,improved
92732,0.015,0,90167,0.015,0,0.0,c/unit_13/subblock/reg[13],d/branch/stream/reg_111[20],zclk,zclk,no change
62764,0.011,0,91907,0.011,0,0.0,c/unit_19/subblock/reg[14],d/branch/stream/reg_176[32],mclk,zclk,no change
95907,0.0153,0,27176,0.0135,0,0.0018,c/unit_14/subblock/reg[37],d/branch/stream/reg_137[7],yclk,zclk,degraded
55682,0.0179,0,31961,0.0179,0,0.0,c/unit_12/subblock/reg[17],d/branch/stream/reg_138[2],zclk,zclk,no change
33871,0.0177,0,58548,0.0222,0,-0.0045,c/unit_14/subblock/reg[46],d/branch/stream/reg_123[62],mclk,mclk,improved
68079,0.0198,0,42780,0.0276,0,-0.0078,c/unit_19/subblock/reg[28],d/branch/stream/reg_198[35],yclk,mclk,improved
69628,0.0063,0,91078,0.0063,0,0.0,c/unit_16/subblock/reg[0],d/branch/stream/reg_159[61],yclk,yclk,no change
32670,0.0069,0,93578,0.0034,0,0.0035,c/unit_13/subblock/reg[25],d/branch/stream/reg_144[12],yclk,mclk,degraded
50792,0.0069,0,51986,0.0069,0,0.0,c/unit_20/subblock/reg[47],d/branch/stream/reg_162[56],zclk,zclk,no change
30988,0.0093,0,70945,0.0019,0,0.0074,c/unit_16/subblock/reg[19],d/branch/stream/reg_102[44],zclk,yclk,degraded
60977,0.0064,0,90159,0.0137,0,-0.0073,c/unit_12/subblock/reg[27],d/branch/stream/reg_119[4],yclk,yclk,improved
64105,0.0196,0,84379,0.0258,0,-0.0062,c/unit_16/subblock/reg[52],d/branch/stream/reg_154[22],yclk,mclk,improved
73627,0.0166,0,80173,0.0237,0,-0.0071,c/unit_18/subblock/reg[48],d/branch/stream/reg_169[22],yclk,zclk,improved
44177,0.0117,0,33033,0.005,0,0.0067,c/unit_18/subblock/reg[4],d/branch/stream/reg_160[51],zclk,mclk,degraded
89723,0.0032,0,79967,0.0032,0,0.0,c/unit_14/subblock/reg[53],d/branch/stream/reg_147[23],zclk,yclk,no change
54498,0.0104,0,97115,0.0146,0,-0.0042,c/unit_16/subblock/reg[33],d/branch/stream/reg_127[43],mclk,yclk,improved
34206,0.0099,0,48656,0.0099,0,0.0,c/unit_19/subblock/reg[33],d/branch/stream/reg_144[10],yclk,yclk,no change
28783,0.0089,0,42988,0.0151,0,-0.0062,c/unit_16/subblock/reg[10],d/branch/stream/reg_179[34],yclk,yclk,improved
70021,0.0143,0,71491,0.0228,0,-0.0085,c/unit_15/subblock/reg[29],d/branch/stream/reg_148[40],mclk,yclk,improved
79155,0.007,0,41111,0.0004,0,0.0066,c/unit_17/subblock/reg[4],d/branch/stream/reg_137[5],yclk,zclk,degraded
45317,0.0011,0,23994,0.008,0,-0.0069,c/unit_14/subblock/reg[43],d/branch/stream/reg_135[61],yclk,mclk,improved
93468,0.004,0,57645,0.004,0,0.0,c/unit_11/subblock/reg[25],d/branch/stream/reg_119[10],zclk,yclk,no change
85019,0.0129,0,53304,0.0044,0,0.0085,c/unit_16/subblock/reg[46],d/branch/stream/reg_130[9],zclk,mclk,degraded
92464,0.0127,0,23198,0.007,0,0.0057,c/unit_16/subblock/reg[23],d/branch/stream/reg_166[39],zclk,zclk,degraded
33852,0.017,0,75947,0.017,0,0.0,c/unit_19/subblock/reg[30],d/branch/stream/reg_174[46],yclk,yclk,no change
82479,0.0086,0,75130,0.0033,0,0.0053,c/unit_17/subblock/reg[15],d/branch/stream/reg_131[49],yclk,yclk,degraded
