orig path,orig slack,orig cycles,exp path,exp slack,exp cycles,delta slack,start point,end point,source clk,destination clock,delta classification
73467,0.0057,0,29403,0.0057,0,0.0,c/unit_18/subblock/reg[12],d/branch/stream/reg_111[60],yclk,yclk,no change
66416,0.0025,0,65913,-0.0053,0,0.0078,c/unit_13/subblock/reg[0],d/branch/stream/reg_194[30],yclk,yclk,degraded
34461,0.0158,0,83706,0.0134,0,0.0024,c/unit_11/subblock/reg[54],d/branch/stream/reg_199[52],yclk,zclk,degraded
28522,0.0183,0,69617,0.0227,0,-0.0044,c/unit_18/subblock/reg[40],d/branch/stream/reg_156[7],mclk,zclk,improved
99591,0.0034,0,32127,0.0034,0,0.0,c/unit_16/subblock/reg[15],d/branch/stream/reg_139[22],yclk,zclk,no change
24453,0.0137,0,40340,0.0194,0,-0.0057,c/unit_19/subblock/reg[1],d/branch/stream/reg_137[44],zclk,yclk,improved
52253,0.008,0,97024,0.008,0,0.0,c/unit_20/subblock/reg[0],d/branch/stream/reg_159[62],mclk,yclk,no change
33268,0.0061,0,55058,0.0023,0,0.0038,c/unit_20/subblock/reg[11],d/branch/stream/reg_129[40],yclk,yclk,degraded
46908,0.017,0,75933,0.0145,0,0.0025,c/unit_17/subblock/reg[12],d/branch/stream/reg_165[45],zclk,yclk,degraded
62506,0.0133,0,32071,0.0133,0,0.0,c/unit_19/subblock/reg[29],d/branch/stream/reg_154[1],mclk,mclk,no change
83831,0.0176,0,23298,0.0176,0,0.0,c/unit_12/subblock/reg[17],d/branch/stream/reg_147[26],yclk,zclk,no change
83977,0.0152,0,82369,0.0136,0,0.0016,c/unit_20/subblock/reg[33],d/branch/stream/reg_120[61],zclk,yclk,degraded
67850,0.0052,0,97554,0.0029,0,0.0023,c/unit_18/subblock/reg[24],d/branch/stream/reg_199[11],mclk,zclk,degraded
42582,0.015,0,76336,0.0114,0,0.0036,c/unit_12/subblock/reg[10],d/branch/stream/reg_150[35],mclk,zclk,degraded
74333,0.0116,0,56600,0.0116,0,0.0,c/unit_12/subblock/reg[15],d/branch/stream/reg_136[62],yclk,yclk,no change
23006,0.0118,0,93095,0.0151,0,-0.0033,c/unit_15/subblock/reg[59],d/branch/stream/reg_166[46],zclk,mclk,improved
83228,0.0075,0,47931,0.0075,0,0.0,c/unit_14/subblock/reg[57],d/branch/stream/reg_117[20],mclk,yclk,no change
73487,0.0136,0,31994,0.0153,0,-0.0017,c/unit_19/subblock/reg[56],d/branch/stream/reg_184[15],mclk,yclk,improved
81612,0.0143,0,35273,0.0143,0,0.0,c/unit_16/subblock/reg[16],d/branch/stream/reg_190[35],zclk,mclk,no change
60941,0.0192,0,59360,0.0095,0,0.0097,c/unit_13/subblock/reg[32],d/branch/stream/reg_192[58],zclk,zclk,degraded
